Zone,District,Fiscal Month Number,Year,Month,Diversion Rate-Total,Diversion Rate-Total LOG
Bronx,BX06,12,2018,6,13.27,1.12
Bronx,BX07,12,2018,6,14.83,1.17
Bronx,BX08,12,2018,6,21.39,1.33
Bronx,BX09,12,2018,6,10.20,1.01
Bronx,BX10,12,2018,6,21.10,1.32
Bronx,BX11,12,2018,6,17.23,1.24
Bronx,BX12,12,2018,6,21.57,1.33
Manhattan,MN01,12,2018,6,27.56,1.44
Manhattan,MN02,12,2018,6,26.75,1.43
Manhattan,MN03,12,2018,6,14.53,1.16
Manhattan,MN04,12,2018,6,23.21,1.37
Manhattan,MN05,12,2018,6,20.19,1.31
Manhattan,MN06,12,2018,6,22.59,1.35
Manhattan,MN07,12,2018,6,27.62,1.44
Manhattan,MN08,12,2018,6,26.39,1.42
Manhattan,MN09,12,2018,6,18.18,1.26
Manhattan,MN10,12,2018,6,14.94,1.17
Manhattan,MN11,12,2018,6,11.44,1.06
Manhattan,MN12,12,2018,6,16.06,1.21
Queens East,QE07,12,2018,6,20.94,1.32
Queens East,QE08,12,2018,6,16.89,1.23
Queens East,QE10,12,2018,6,19.41,1.29
Queens East,QE11,12,2018,6,25.52,1.41
Queens East,QE12,12,2018,6,13.70,1.14
Queens East,QE13,12,2018,6,22.92,1.36
Queens East,QE14,12,2018,6,13.93,1.14
Queens West,QW01,12,2018,6,19.73,1.30
Queens West,QW02,12,2018,6,21.20,1.33
Queens West,QW03,12,2018,6,14.29,1.16
Queens West,QW04,12,2018,6,15.28,1.18
Queens West,QW05,12,2018,6,23.39,1.37
Queens West,QW06,12,2018,6,20.38,1.31
Queens West,QW09,12,2018,6,22.32,1.35
Staten Island,SI01,12,2018,6,20.73,1.32
Staten Island,SI02,12,2018,6,19.05,1.28
Staten Island,SI03,12,2018,6,19.71,1.29
Brooklyn North,BKN01,9,2018,3,14.34,1.16
Brooklyn North,BKN02,9,2018,3,20.48,1.31
Brooklyn North,BKN03,9,2018,3,11.89,1.08
Brooklyn North,BKN04,9,2018,3,15.46,1.19
Brooklyn North,BKN05,9,2018,3,10.33,1.01
Brooklyn North,BKN08,9,2018,3,16.81,1.23
Brooklyn North,BKN09,9,2018,3,13.07,1.12
Brooklyn North,BKN16,9,2018,3,9.15,0.96
Brooklyn North,BKN17,9,2018,3,13.94,1.14
Brooklyn South,BKS06,9,2018,3,29.73,1.47
Brooklyn South,BKS07,9,2018,3,23.33,1.37
Brooklyn South,BKS10,9,2018,3,24.24,1.38
Brooklyn South,BKS11,9,2018,3,19.79,1.30
Brooklyn South,BKS12,9,2018,3,15.54,1.19
Brooklyn South,BKS13,9,2018,3,14.53,1.16
Brooklyn South,BKS14,9,2018,3,16.14,1.21
Brooklyn South,BKS15,9,2018,3,20.06,1.30
Brooklyn South,BKS18,9,2018,3,15.87,1.20
Bronx,BX01,9,2018,3,7.08,0.85
Bronx,BX02,9,2018,3,12.91,1.11
Bronx,BX03,9,2018,3,9.86,0.99
Bronx,BX04,9,2018,3,11.87,1.07
Bronx,BX05,9,2018,3,11.29,1.05
Bronx,BX06,9,2018,3,14.08,1.15
Bronx,BX07,9,2018,3,14.33,1.16
Bronx,BX08,9,2018,3,20.92,1.32
Bronx,BX09,9,2018,3,10.02,1.00
Bronx,BX10,9,2018,3,19.64,1.29
Bronx,BX11,9,2018,3,16.31,1.21
Bronx,BX12,9,2018,3,20.02,1.30
Manhattan,MN01,9,2018,3,27.00,1.43
Manhattan,MN02,9,2018,3,26.26,1.42
Manhattan,MN03,9,2018,3,14.82,1.17
Manhattan,MN04,9,2018,3,22.87,1.36
Manhattan,MN05,9,2018,3,20.34,1.31
Manhattan,MN06,9,2018,3,23.27,1.37
Manhattan,MN07,9,2018,3,27.27,1.44
Manhattan,MN08,9,2018,3,26.75,1.43
Manhattan,MN09,9,2018,3,18.28,1.26
Manhattan,MN10,9,2018,3,14.96,1.17
Manhattan,MN11,9,2018,3,10.92,1.04
Manhattan,MN12,9,2018,3,16.49,1.22
Queens East,QE07,9,2018,3,21.63,1.33
Queens East,QE08,9,2018,3,17.59,1.25
Queens East,QE10,9,2018,3,20.52,1.31
Queens East,QE11,9,2018,3,26.43,1.42
Queens East,QE12,9,2018,3,99.68,2.00
Queens East,QE13,9,2018,3,18.60,1.27
Queens East,QE14,9,2018,3,13.44,1.13
Queens West,QW01,9,2018,3,19.95,1.30
Queens West,QW02,9,2018,3,22.08,1.34
Queens West,QW03,9,2018,3,15.02,1.18
Queens West,QW04,9,2018,3,15.49,1.19
Queens West,QW05,9,2018,3,24.65,1.39
Queens West,QW06,9,2018,3,21.60,1.33
Queens West,QW09,9,2018,3,23.16,1.36
Staten Island,SI01,9,2018,3,19.31,1.29
Staten Island,SI02,9,2018,3,20.24,1.31
Staten Island,SI03,9,2018,3,21.33,1.33
Brooklyn North,BKN01,11,2018,5,15.36,1.19
Brooklyn North,BKN02,11,2018,5,19.77,1.30
Brooklyn North,BKN03,11,2018,5,11.84,1.07
Brooklyn North,BKN04,11,2018,5,14.41,1.16
Brooklyn North,BKN05,11,2018,5,99.38,2.00
Brooklyn North,BKN08,11,2018,5,15.42,1.19
Brooklyn North,BKN09,11,2018,5,12.48,1.10
Brooklyn North,BKN16,11,2018,5,9.22,0.96
Brooklyn North,BKN17,11,2018,5,12.79,1.11
Brooklyn South,BKS06,11,2018,5,28.16,1.45
Brooklyn South,BKS07,11,2018,5,22.07,1.34
Brooklyn South,BKS10,11,2018,5,22.97,1.36
Brooklyn South,BKS11,11,2018,5,18.30,1.26
Brooklyn South,BKS12,11,2018,5,14.85,1.17
Brooklyn South,BKS13,11,2018,5,14.12,1.15
Brooklyn South,BKS14,11,2018,5,13.82,1.14
Brooklyn South,BKS15,11,2018,5,18.69,1.27
Brooklyn South,BKS18,11,2018,5,14.33,1.16
Bronx,BX01,11,2018,5,6.67,0.82
Bronx,BX02,11,2018,5,13.00,1.11
Bronx,BX03,11,2018,5,9.08,0.96
Bronx,BX04,11,2018,5,10.95,1.04
Bronx,BX05,11,2018,5,10.79,1.03
Bronx,BX06,11,2018,5,14.09,1.15
Bronx,BX07,11,2018,5,13.66,1.14
Bronx,BX08,11,2018,5,20.40,1.31
Bronx,BX09,11,2018,5,9.40,0.97
Bronx,BX10,11,2018,5,20.13,1.30
Bronx,BX11,11,2018,5,16.51,1.22
Bronx,BX12,11,2018,5,20.26,1.31
Manhattan,MN01,11,2018,5,27.10,1.43
Manhattan,MN02,11,2018,5,24.77,1.39
Manhattan,MN03,11,2018,5,14.71,1.17
Manhattan,MN04,11,2018,5,22.45,1.35
Manhattan,MN05,11,2018,5,19.37,1.29
Manhattan,MN06,11,2018,5,22.75,1.36
Manhattan,MN07,11,2018,5,26.50,1.42
Manhattan,MN08,11,2018,5,25.79,1.41
Manhattan,MN09,11,2018,5,,
Manhattan,MN10,11,2018,5,14.61,1.16
Manhattan,MN11,11,2018,5,11.22,1.05
Manhattan,MN12,11,2018,5,16.24,1.21
Queens East,QE07,11,2018,5,20.59,1.31
Queens East,QE08,11,2018,5,16.34,1.21
Queens East,QE10,11,2018,5,18.05,1.26
Queens East,QE11,11,2018,5,24.45,1.39
Queens East,QE12,11,2018,5,13.12,1.12
Queens East,QE13,11,2018,5,23.05,1.36
Queens East,QE14,11,2018,5,13.49,1.13
Queens West,QW01,11,2018,5,18.39,1.26
Queens West,QW02,11,2018,5,20.61,1.31
Queens West,QW03,11,2018,5,13.77,1.14
Queens West,QW04,11,2018,5,14.53,1.16
Queens West,QW05,11,2018,5,92.61,1.97
Queens West,QW06,11,2018,5,19.84,1.30
Queens West,QW09,11,2018,5,21.35,1.33
Staten Island,SI01,11,2018,5,19.52,1.29
Staten Island,SI02,11,2018,5,17.88,1.25
Staten Island,SI03,11,2018,5,18.64,1.27
Brooklyn North,BKN01,5,2018,11,15.14,1.18
Brooklyn North,BKN02,5,2018,11,20.18,1.31
Brooklyn North,BKN03,5,2018,11,11.60,1.06
Brooklyn North,BKN04,5,2018,11,14.33,1.16
Brooklyn North,BKN05,5,2018,11,9.92,1.00
Brooklyn North,BKN08,5,2018,11,16.64,1.22
Brooklyn North,BKN09,5,2018,11,12.40,1.09
Brooklyn North,BKN16,5,2018,11,9.29,0.97
Brooklyn North,BKN17,5,2018,11,14.33,1.16
Brooklyn South,BKS06,5,2018,11,30.23,1.48
Brooklyn South,BKS07,5,2018,11,23.68,1.37
Brooklyn South,BKS10,5,2018,11,25.79,1.41
Brooklyn South,BKS11,5,2018,11,20.64,1.31
Brooklyn South,BKS12,5,2018,11,16.36,1.21
Brooklyn South,BKS13,5,2018,11,14.83,1.17
Brooklyn South,BKS14,5,2018,11,15.79,1.20
Brooklyn South,BKS15,5,2018,11,21.29,1.33
Brooklyn South,BKS18,5,2018,11,16.91,1.23
Bronx,BX01,5,2018,11,6.42,0.81
Bronx,BX02,5,2018,11,11.84,1.07
Bronx,BX03,5,2018,11,8.51,0.93
Bronx,BX04,5,2018,11,10.97,1.04
Bronx,BX05,5,2018,11,10.84,1.03
Bronx,BX06,5,2018,11,12.71,1.10
Bronx,BX07,5,2018,11,13.98,1.15
Bronx,BX08,5,2018,11,21.72,1.34
Bronx,BX09,5,2018,11,9.49,0.98
Bronx,BX10,5,2018,11,21.52,1.33
Bronx,BX11,5,2018,11,18.94,1.28
Bronx,BX12,5,2018,11,22.11,1.34
Manhattan,MN01,5,2018,11,26.41,1.42
Manhattan,MN02,5,2018,11,25.81,1.41
Manhattan,MN03,5,2018,11,14.45,1.16
Manhattan,MN04,5,2018,11,22.30,1.35
Manhattan,MN05,5,2018,11,18.96,1.28
Manhattan,MN06,5,2018,11,22.43,1.35
Manhattan,MN07,5,2018,11,27.36,1.44
Manhattan,MN08,5,2018,11,25.93,1.41
Manhattan,MN09,5,2018,11,18.77,1.27
Manhattan,MN10,5,2018,11,15.05,1.18
Manhattan,MN11,5,2018,11,11.20,1.05
Manhattan,MN12,5,2018,11,16.02,1.20
Queens East,QE07,5,2018,11,22.96,1.36
Queens East,QE08,5,2018,11,20.82,1.32
Queens East,QE10,5,2018,11,20.64,1.31
Queens East,QE11,5,2018,11,29.20,1.47
Queens East,QE12,5,2018,11,17.16,1.23
Queens East,QE13,5,2018,11,19.57,1.29
Queens East,QE14,5,2018,11,14.25,1.15
Queens West,QW01,5,2018,11,19.81,1.30
Queens West,QW02,5,2018,11,22.09,1.34
Queens West,QW03,5,2018,11,14.80,1.17
Queens West,QW04,5,2018,11,15.25,1.18
Queens West,QW05,5,2018,11,25.29,1.40
Queens West,QW06,5,2018,11,23.58,1.37
Queens West,QW09,5,2018,11,25.06,1.40
Staten Island,SI01,5,2018,11,22.89,1.36
Staten Island,SI02,5,2018,11,21.76,1.34
Staten Island,SI03,5,2018,11,24.57,1.39
Brooklyn North,BKN01,4,2018,10,14.99,1.18
Brooklyn North,BKN02,4,2018,10,19.84,1.30
Brooklyn North,BKN03,4,2018,10,11.57,1.06
Brooklyn North,BKN04,4,2018,10,14.21,1.15
Brooklyn North,BKN05,4,2018,10,9.55,0.98
Brooklyn North,BKN08,4,2018,10,16.15,1.21
Brooklyn North,BKN09,4,2018,10,11.98,1.08
Brooklyn North,BKN16,4,2018,10,8.70,0.94
Brooklyn North,BKN17,4,2018,10,13.28,1.12
Brooklyn South,BKS06,4,2018,10,29.69,1.47
Brooklyn South,BKS07,4,2018,10,23.67,1.37
Brooklyn South,BKS10,4,2018,10,23.98,1.38
Brooklyn South,BKS11,4,2018,10,20.20,1.31
Brooklyn South,BKS12,4,2018,10,15.42,1.19
Brooklyn South,BKS13,4,2018,10,14.13,1.15
Brooklyn South,BKS14,4,2018,10,14.58,1.16
Brooklyn South,BKS15,4,2018,10,99.66,2.00
Brooklyn South,BKS18,4,2018,10,15.17,1.18
Bronx,BX01,4,2018,10,6.45,0.81
Bronx,BX02,4,2018,10,12.18,1.09
Bronx,BX03,4,2018,10,8.68,0.94
Bronx,BX04,4,2018,10,10.95,1.04
Bronx,BX05,4,2018,10,10.67,1.03
Bronx,BX06,4,2018,10,13.67,1.14
Bronx,BX07,4,2018,10,13.61,1.13
Bronx,BX08,4,2018,10,19.93,1.30
Bronx,BX09,4,2018,10,9.57,0.98
Bronx,BX10,4,2018,10,20.32,1.31
Bronx,BX11,4,2018,10,16.87,1.23
Bronx,BX12,4,2018,10,20.99,1.32
Manhattan,MN01,4,2018,10,26.28,1.42
Manhattan,MN02,4,2018,10,25.96,1.41
Manhattan,MN03,4,2018,10,14.64,1.17
Manhattan,MN04,4,2018,10,22.09,1.34
Manhattan,MN05,4,2018,10,19.29,1.29
Manhattan,MN06,4,2018,10,22.33,1.35
Manhattan,MN07,4,2018,10,26.74,1.43
Manhattan,MN08,4,2018,10,25.68,1.41
Manhattan,MN09,4,2018,10,98.73,1.99
Manhattan,MN10,4,2018,10,15.12,1.18
Manhattan,MN11,4,2018,10,11.35,1.06
Manhattan,MN12,4,2018,10,15.52,1.19
Queens East,QE07,4,2018,10,21.58,1.33
Queens East,QE08,4,2018,10,18.58,1.27
Queens East,QE10,4,2018,10,19.41,1.29
Queens East,QE11,4,2018,10,26.39,1.42
Queens East,QE12,4,2018,10,13.49,1.13
Queens East,QE13,4,2018,10,16.72,1.22
Queens East,QE14,4,2018,10,11.69,1.07
Queens West,QW01,4,2018,10,19.14,1.28
Queens West,QW02,4,2018,10,20.25,1.31
Queens West,QW03,4,2018,10,13.81,1.14
Queens West,QW04,4,2018,10,14.71,1.17
Queens West,QW05,4,2018,10,24.05,1.38
Queens West,QW06,4,2018,10,20.14,1.30
Queens West,QW09,4,2018,10,18.20,1.26
Staten Island,SI01,4,2018,10,19.74,1.30
Staten Island,SI02,4,2018,10,19.37,1.29
Staten Island,SI03,4,2018,10,20.55,1.31
Brooklyn North,BKN01,3,2018,9,15.30,1.18
Brooklyn North,BKN02,3,2018,9,19.89,1.30
Brooklyn North,BKN03,3,2018,9,12.09,1.08
Brooklyn North,BKN04,3,2018,9,14.46,1.16
Brooklyn North,BKN05,3,2018,9,9.87,0.99
Brooklyn North,BKN08,3,2018,9,15.94,1.20
Brooklyn North,BKN09,3,2018,9,12.52,1.10
Brooklyn North,BKN16,3,2018,9,9.31,0.97
Brooklyn North,BKN17,3,2018,9,13.54,1.13
Brooklyn South,BKS06,3,2018,9,29.58,1.47
Brooklyn South,BKS07,3,2018,9,24.96,1.40
Brooklyn South,BKS10,3,2018,9,23.94,1.38
Brooklyn South,BKS11,3,2018,9,20.11,1.30
Brooklyn South,BKS12,3,2018,9,16.23,1.21
Brooklyn South,BKS13,3,2018,9,14.51,1.16
Brooklyn South,BKS14,3,2018,9,14.53,1.16
Brooklyn South,BKS15,3,2018,9,19.89,1.30
Brooklyn South,BKS18,3,2018,9,15.13,1.18
Bronx,BX01,3,2018,9,6.85,0.84
Bronx,BX02,3,2018,9,13.54,1.13
Bronx,BX03,3,2018,9,9.14,0.96
Bronx,BX04,3,2018,9,11.17,1.05
Bronx,BX05,3,2018,9,11.01,1.04
Bronx,BX06,3,2018,9,13.93,1.14
Bronx,BX07,3,2018,9,13.95,1.14
Bronx,BX08,3,2018,9,20.53,1.31
Bronx,BX09,3,2018,9,9.61,0.98
Bronx,BX10,3,2018,9,20.24,1.31
Bronx,BX11,3,2018,9,17.23,1.24
Bronx,BX12,3,2018,9,19.93,1.30
Manhattan,MN01,3,2018,9,27.38,1.44
Manhattan,MN02,3,2018,9,25.65,1.41
Manhattan,MN03,3,2018,9,14.48,1.16
Manhattan,MN04,3,2018,9,21.85,1.34
Manhattan,MN05,3,2018,9,18.53,1.27
Manhattan,MN06,3,2018,9,22.11,1.34
Manhattan,MN07,3,2018,9,26.68,1.43
Manhattan,MN08,3,2018,9,25.58,1.41
Manhattan,MN09,3,2018,9,18.82,1.27
Manhattan,MN10,3,2018,9,15.51,1.19
Manhattan,MN11,3,2018,9,11.44,1.06
Manhattan,MN12,3,2018,9,95.66,1.98
Queens East,QE07,3,2018,9,17.88,1.25
Queens East,QE08,3,2018,9,15.70,1.20
Queens East,QE10,3,2018,9,19.57,1.29
Queens East,QE11,3,2018,9,26.04,1.42
Queens East,QE12,3,2018,9,13.74,1.14
Queens East,QE13,3,2018,9,17.17,1.23
Queens East,QE14,3,2018,9,11.86,1.07
Queens West,QW01,3,2018,9,19.54,1.29
Queens West,QW02,3,2018,9,19.78,1.30
Queens West,QW03,3,2018,9,14.06,1.15
Queens West,QW04,3,2018,9,15.01,1.18
Queens West,QW05,3,2018,9,24.35,1.39
Queens West,QW06,3,2018,9,20.78,1.32
Queens West,QW09,3,2018,9,18.04,1.26
Staten Island,SI01,3,2018,9,19.80,1.30
Staten Island,SI02,3,2018,9,19.34,1.29
Staten Island,SI03,3,2018,9,20.31,1.31
Brooklyn North,BKN01,10,2017,4,13.80,1.14
Brooklyn North,BKN02,10,2017,4,17.38,1.24
Brooklyn North,BKN03,10,2017,4,11.32,1.05
Brooklyn North,BKN04,10,2017,4,14.34,1.16
Brooklyn North,BKN05,10,2017,4,10.04,1.00
Brooklyn North,BKN08,10,2017,4,16.20,1.21
Brooklyn North,BKN09,10,2017,4,13.06,1.12
Brooklyn North,BKN16,10,2017,4,8.72,0.94
Brooklyn North,BKN17,10,2017,4,13.61,1.13
Brooklyn South,BKS06,10,2017,4,30.15,1.48
Brooklyn South,BKS07,10,2017,4,21.04,1.32
Brooklyn South,BKS10,10,2017,4,24.58,1.39
Brooklyn South,BKS11,10,2017,4,18.73,1.27
Brooklyn South,BKS12,10,2017,4,15.15,1.18
Brooklyn South,BKS13,10,2017,4,14.08,1.15
Brooklyn South,BKS14,10,2017,4,14.35,1.16
Brooklyn South,BKS15,10,2017,4,18.16,1.26
Brooklyn South,BKS18,10,2017,4,15.57,1.19
Bronx,BX01,10,2017,4,6.80,0.83
Bronx,BX02,10,2017,4,12.97,1.11
Bronx,BX03,10,2017,4,8.70,0.94
Bronx,BX04,10,2017,4,11.08,1.04
Bronx,BX05,10,2017,4,11.53,1.06
Bronx,BX06,10,2017,4,14.38,1.16
Bronx,BX07,10,2017,4,13.76,1.14
Bronx,BX08,10,2017,4,19.84,1.30
Bronx,BX09,10,2017,4,9.42,0.97
Bronx,BX10,10,2017,4,18.53,1.27
Bronx,BX11,10,2017,4,14.06,1.15
Bronx,BX12,10,2017,4,16.26,1.21
Manhattan,MN01,10,2017,4,26.66,1.43
Manhattan,MN02,10,2017,4,25.11,1.40
Manhattan,MN03,10,2017,4,13.84,1.14
Manhattan,MN04,10,2017,4,21.77,1.34
Manhattan,MN05,10,2017,4,18.82,1.27
Manhattan,MN06,10,2017,4,22.05,1.34
Manhattan,MN07,10,2017,4,26.09,1.42
Manhattan,MN08,10,2017,4,25.67,1.41
Manhattan,MN09,10,2017,4,17.86,1.25
Manhattan,MN10,10,2017,4,14.42,1.16
Manhattan,MN11,10,2017,4,11.81,1.07
Manhattan,MN12,10,2017,4,15.69,1.20
Queens East,QE07,10,2017,4,18.08,1.26
Queens East,QE08,10,2017,4,15.83,1.20
Queens East,QE10,10,2017,4,21.07,1.32
Queens East,QE11,10,2017,4,27.99,1.45
Queens East,QE12,10,2017,4,14.13,1.15
Queens East,QE13,10,2017,4,17.46,1.24
Queens East,QE14,10,2017,4,11.84,1.07
Queens West,QW01,10,2017,4,19.62,1.29
Queens West,QW02,10,2017,4,19.80,1.30
Queens West,QW03,10,2017,4,14.59,1.16
Queens West,QW04,10,2017,4,14.76,1.17
Queens West,QW05,10,2017,4,25.29,1.40
Queens West,QW06,10,2017,4,20.74,1.32
Queens West,QW09,10,2017,4,18.71,1.27
Staten Island,SI01,10,2017,4,19.86,1.30
Staten Island,SI02,10,2017,4,19.79,1.30
Staten Island,SI03,10,2017,4,20.18,1.31
Brooklyn North,BKN01,2,2017,8,15.62,1.19
Brooklyn North,BKN02,2,2017,8,17.19,1.24
Brooklyn North,BKN03,2,2017,8,11.27,1.05
Brooklyn North,BKN04,2,2017,8,13.58,1.13
Brooklyn North,BKN05,2,2017,8,99.75,2.00
Brooklyn North,BKN08,2,2017,8,14.88,1.17
Brooklyn North,BKN09,2,2017,8,11.71,1.07
Brooklyn North,BKN16,2,2017,8,8.06,0.91
Brooklyn North,BKN17,2,2017,8,13.22,1.12
Brooklyn South,BKS06,2,2017,8,28.35,1.45
Brooklyn South,BKS07,2,2017,8,21.91,1.34
Brooklyn South,BKS10,2,2017,8,23.97,1.38
Brooklyn South,BKS11,2,2017,8,17.12,1.23
Brooklyn South,BKS12,2,2017,8,14.57,1.16
Brooklyn South,BKS13,2,2017,8,13.39,1.13
Brooklyn South,BKS14,2,2017,8,13.71,1.14
Brooklyn South,BKS15,2,2017,8,17.20,1.24
Brooklyn South,BKS18,2,2017,8,15.10,1.18
Bronx,BX01,2,2017,8,6.51,0.81
Bronx,BX02,2,2017,8,12.89,1.11
Bronx,BX03,2,2017,8,8.85,0.95
Bronx,BX04,2,2017,8,10.90,1.04
Bronx,BX05,2,2017,8,11.76,1.07
Bronx,BX06,2,2017,8,11.85,1.07
Bronx,BX07,2,2017,8,13.58,1.13
Bronx,BX08,2,2017,8,20.09,1.30
Bronx,BX09,2,2017,8,9.64,0.98
Bronx,BX10,2,2017,8,18.35,1.26
Bronx,BX11,2,2017,8,13.91,1.14
Bronx,BX12,2,2017,8,16.23,1.21
Manhattan,MN01,2,2017,8,26.00,1.41
Manhattan,MN02,2,2017,8,23.77,1.38
Manhattan,MN03,2,2017,8,13.21,1.12
Manhattan,MN04,2,2017,8,21.58,1.33
Manhattan,MN05,2,2017,8,17.61,1.25
Manhattan,MN06,2,2017,8,20.96,1.32
Manhattan,MN07,2,2017,8,25.85,1.41
Manhattan,MN08,2,2017,8,25.44,1.41
Manhattan,MN09,2,2017,8,17.16,1.23
Manhattan,MN10,2,2017,8,14.31,1.16
Manhattan,MN11,2,2017,8,11.38,1.06
Manhattan,MN12,2,2017,8,15.06,1.18
Queens East,QE07,2,2017,8,17.26,1.24
Queens East,QE08,2,2017,8,15.62,1.19
Queens East,QE10,2,2017,8,20.64,1.31
Queens East,QE11,2,2017,8,21.03,1.32
Queens East,QE12,2,2017,8,13.48,1.13
Queens East,QE13,2,2017,8,17.39,1.24
Queens East,QE14,2,2017,8,10.95,1.04
Queens West,QW01,2,2017,8,19.61,1.29
Queens West,QW02,2,2017,8,19.46,1.29
Queens West,QW03,2,2017,8,13.94,1.14
Queens West,QW04,2,2017,8,14.49,1.16
Queens West,QW05,2,2017,8,22.99,1.36
Queens West,QW06,2,2017,8,20.36,1.31
Queens West,QW09,2,2017,8,,
Staten Island,SI01,2,2017,8,18.68,1.27
Staten Island,SI02,2,2017,8,18.19,1.26
Staten Island,SI03,2,2017,8,20.19,1.31
Brooklyn North,BKN01,6,2017,12,15.59,1.19
Brooklyn North,BKN02,6,2017,12,19.47,1.29
Brooklyn North,BKN03,6,2017,12,12.42,1.09
Brooklyn North,BKN04,6,2017,12,15.37,1.19
Brooklyn North,BKN05,6,2017,12,11.09,1.04
Brooklyn North,BKN08,6,2017,12,16.80,1.23
Brooklyn North,BKN09,6,2017,12,13.87,1.14
Brooklyn North,BKN16,6,2017,12,9.65,0.98
Brooklyn North,BKN17,6,2017,12,14.79,1.17
Brooklyn South,BKS06,6,2017,12,31.56,1.50
Brooklyn South,BKS07,6,2017,12,22.33,1.35
Brooklyn South,BKS10,6,2017,12,26.52,1.42
Brooklyn South,BKS11,6,2017,12,21.24,1.33
Brooklyn South,BKS12,6,2017,12,15.69,1.20
Brooklyn South,BKS13,6,2017,12,15.21,1.18
Brooklyn South,BKS14,6,2017,12,15.17,1.18
Brooklyn South,BKS15,6,2017,12,19.51,1.29
Brooklyn South,BKS18,6,2017,12,17.30,1.24
Bronx,BX01,6,2017,12,6.91,0.84
Bronx,BX02,6,2017,12,13.72,1.14
Bronx,BX03,6,2017,12,9.53,0.98
Bronx,BX04,6,2017,12,11.39,1.06
Bronx,BX05,6,2017,12,12.32,1.09
Bronx,BX06,6,2017,12,13.93,1.14
Bronx,BX07,6,2017,12,14.37,1.16
Bronx,BX08,6,2017,12,21.81,1.34
Bronx,BX09,6,2017,12,10.23,1.01
Bronx,BX10,6,2017,12,99.04,2.00
Bronx,BX11,6,2017,12,15.29,1.18
Bronx,BX12,6,2017,12,17.72,1.25
Manhattan,MN01,6,2017,12,30.11,1.48
Manhattan,MN02,6,2017,12,27.56,1.44
Manhattan,MN03,6,2017,12,14.37,1.16
Manhattan,MN04,6,2017,12,24.00,1.38
Manhattan,MN05,6,2017,12,21.00,1.32
Manhattan,MN06,6,2017,12,24.63,1.39
Manhattan,MN07,6,2017,12,28.25,1.45
Manhattan,MN08,6,2017,12,27.52,1.44
Manhattan,MN09,6,2017,12,18.68,1.27
Manhattan,MN10,6,2017,12,15.33,1.19
Manhattan,MN11,6,2017,12,12.33,1.09
Manhattan,MN12,6,2017,12,17.07,1.23
Queens East,QE07,6,2017,12,20.04,1.30
Queens East,QE08,6,2017,12,17.17,1.23
Queens East,QE10,6,2017,12,23.51,1.37
Queens East,QE11,6,2017,12,32.77,1.52
Queens East,QE12,6,2017,12,15.49,1.19
Queens East,QE13,6,2017,12,19.76,1.30
Queens East,QE14,6,2017,12,13.14,1.12
Queens West,QW01,6,2017,12,21.21,1.33
Queens West,QW02,6,2017,12,22.13,1.35
Queens West,QW03,6,2017,12,16.28,1.21
Queens West,QW04,6,2017,12,16.30,1.21
Queens West,QW05,6,2017,12,29.16,1.46
Queens West,QW06,6,2017,12,22.58,1.35
Queens West,QW09,6,2017,12,20.73,1.32
Staten Island,SI01,6,2017,12,21.95,1.34
Staten Island,SI02,6,2017,12,22.38,1.35
Staten Island,SI03,6,2017,12,23.67,1.37
Brooklyn North,BKN01,8,2017,2,14.60,1.16
Brooklyn North,BKN02,8,2017,2,18.42,1.27
Brooklyn North,BKN03,8,2017,2,11.59,1.06
Brooklyn North,BKN04,8,2017,2,14.13,1.15
Brooklyn North,BKN05,8,2017,2,9.91,1.00
Brooklyn North,BKN08,8,2017,2,16.07,1.21
Brooklyn North,BKN09,8,2017,2,12.95,1.11
Brooklyn North,BKN16,8,2017,2,8.40,0.92
Brooklyn North,BKN17,8,2017,2,13.28,1.12
Brooklyn South,BKS06,8,2017,2,29.86,1.48
Brooklyn South,BKS07,8,2017,2,19.94,1.30
Brooklyn South,BKS10,8,2017,2,24.29,1.39
Brooklyn South,BKS11,8,2017,2,18.69,1.27
Brooklyn South,BKS12,8,2017,2,14.41,1.16
Brooklyn South,BKS13,8,2017,2,13.86,1.14
Brooklyn South,BKS14,8,2017,2,14.42,1.16
Brooklyn South,BKS15,8,2017,2,18.00,1.26
Brooklyn South,BKS18,8,2017,2,15.73,1.20
Bronx,BX01,8,2017,2,6.28,0.80
Bronx,BX02,8,2017,2,12.42,1.09
Bronx,BX03,8,2017,2,8.85,0.95
Bronx,BX04,8,2017,2,10.18,1.01
Bronx,BX05,8,2017,2,10.87,1.04
Bronx,BX06,8,2017,2,13.99,1.15
Bronx,BX07,8,2017,2,13.21,1.12
Bronx,BX08,8,2017,2,19.72,1.29
Bronx,BX09,8,2017,2,9.36,0.97
Bronx,BX10,8,2017,2,18.22,1.26
Bronx,BX11,8,2017,2,13.94,1.14
Bronx,BX12,8,2017,2,16.26,1.21
Manhattan,MN01,8,2017,2,26.11,1.42
Manhattan,MN02,8,2017,2,25.22,1.40
Manhattan,MN03,8,2017,2,14.22,1.15
Manhattan,MN04,8,2017,2,22.27,1.35
Manhattan,MN05,8,2017,2,19.61,1.29
Manhattan,MN06,8,2017,2,22.63,1.35
Manhattan,MN07,8,2017,2,26.46,1.42
Manhattan,MN08,8,2017,2,25.32,1.40
Manhattan,MN09,8,2017,2,17.58,1.24
Manhattan,MN10,8,2017,2,14.31,1.16
