Zone,District,Fiscal Month Number,Year,Month,Diversion Rate-Total,Diversion Rate-Total LOG
Staten Island,SI02,10,2016,4,18.85,1.28
Staten Island,SI03,10,2016,4,19.71,1.29
Brooklyn North,BKN01,2,2016,8,14.99,1.18
Brooklyn North,BKN02,2,2016,8,16.62,1.22
Brooklyn North,BKN03,2,2016,8,10.27,1.01
Brooklyn North,BKN04,2,2016,8,12.61,1.10
Brooklyn North,BKN05,2,2016,8,9.29,0.97
Brooklyn North,BKN08,2,2016,8,14.32,1.16
Brooklyn North,BKN09,2,2016,8,11.58,1.06
Brooklyn North,BKN16,2,2016,8,7.87,0.90
Brooklyn North,BKN17,2,2016,8,13.06,1.12
Brooklyn South,BKS06,2,2016,8,26.25,1.42
Brooklyn South,BKS07,2,2016,8,19.60,1.29
Brooklyn South,BKS10,2,2016,8,23.24,1.37
Brooklyn South,BKS11,2,2016,8,17.25,1.24
Brooklyn South,BKS12,2,2016,8,14.56,1.16
Brooklyn South,BKS13,2,2016,8,12.11,1.08
Brooklyn South,BKS14,2,2016,8,13.14,1.12
Brooklyn South,BKS15,2,2016,8,16.96,1.23
Brooklyn South,BKS18,2,2016,8,14.29,1.16
Bronx,BX01,2,2016,8,6.25,0.80
Bronx,BX02,2,2016,8,11.22,1.05
Bronx,BX03,2,2016,8,8.34,0.92
Bronx,BX04,2,2016,8,9.91,1.00
Bronx,BX05,2,2016,8,11.17,1.05
Bronx,BX06,2,2016,8,11.08,1.04
Bronx,BX07,2,2016,8,12.78,1.11
Bronx,BX08,2,2016,8,19.66,1.29
Bronx,BX09,2,2016,8,8.83,0.95
Bronx,BX10,2,2016,8,17.88,1.25
Bronx,BX11,2,2016,8,13.88,1.14
Bronx,BX12,2,2016,8,15.85,1.20
Manhattan,MN01,2,2016,8,25.36,1.40
Manhattan,MN02,2,2016,8,22.31,1.35
Manhattan,MN03,2,2016,8,12.74,1.11
Manhattan,MN04,2,2016,8,21.27,1.33
Manhattan,MN05,2,2016,8,17.88,1.25
Manhattan,MN06,2,2016,8,21.04,1.32
Manhattan,MN07,2,2016,8,24.41,1.39
Manhattan,MN08,2,2016,8,24.69,1.39
Manhattan,MN09,2,2016,8,15.57,1.19
Manhattan,MN10,2,2016,8,12.80,1.11
Manhattan,MN11,2,2016,8,10.84,1.04
Manhattan,MN12,2,2016,8,14.90,1.17
Queens East,QE07,2,2016,8,17.01,1.23
Queens East,QE08,2,2016,8,15.06,1.18
Queens East,QE10,2,2016,8,15.89,1.20
Queens East,QE11,2,2016,8,21.22,1.33
Queens East,QE12,2,2016,8,12.96,1.11
Queens East,QE13,2,2016,8,16.38,1.21
Queens East,QE14,2,2016,8,10.40,1.02
Queens West,QW01,2,2016,8,18.44,1.27
Queens West,QW02,2,2016,8,18.81,1.27
Queens West,QW03,2,2016,8,13.36,1.13
Queens West,QW04,2,2016,8,12.72,1.10
Queens West,QW05,2,2016,8,22.21,1.35
Queens West,QW06,2,2016,8,19.99,1.30
Queens West,QW09,2,2016,8,17.11,1.23
Staten Island,SI01,2,2016,8,19.14,1.28
Staten Island,SI02,2,2016,8,99.68,2.00
Staten Island,SI03,2,2016,8,19.90,1.30
Brooklyn North,BKN01,6,2016,12,15.96,1.20
Brooklyn North,BKN02,6,2016,12,18.66,1.27
Brooklyn North,BKN03,6,2016,12,11.76,1.07
Brooklyn North,BKN04,6,2016,12,14.37,1.16
Brooklyn North,BKN05,6,2016,12,10.57,1.02
Brooklyn North,BKN08,6,2016,12,16.17,1.21
Brooklyn North,BKN09,6,2016,12,11.96,1.08
Brooklyn North,BKN16,6,2016,12,8.95,0.95
Brooklyn North,BKN17,6,2016,12,14.90,1.17
Brooklyn South,BKS06,6,2016,12,31.65,1.50
Brooklyn South,BKS07,6,2016,12,22.23,1.35
Brooklyn South,BKS10,6,2016,12,26.90,1.43
Brooklyn South,BKS11,6,2016,12,19.75,1.30
Brooklyn South,BKS12,6,2016,12,15.73,1.20
Brooklyn South,BKS13,6,2016,12,13.66,1.14
Brooklyn South,BKS14,6,2016,12,15.19,1.18
Brooklyn South,BKS15,6,2016,12,19.70,1.29
Brooklyn South,BKS18,6,2016,12,16.87,1.23
Bronx,BX01,6,2016,12,6.43,0.81
Bronx,BX02,6,2016,12,13.04,1.12
Bronx,BX03,6,2016,12,10.01,1.00
Bronx,BX04,6,2016,12,10.73,1.03
Bronx,BX05,6,2016,12,11.76,1.07
Bronx,BX06,6,2016,12,13.22,1.12
Bronx,BX07,6,2016,12,14.42,1.16
Bronx,BX08,6,2016,12,22.12,1.34
Bronx,BX09,6,2016,12,9.84,0.99
Bronx,BX10,6,2016,12,20.31,1.31
Bronx,BX11,6,2016,12,15.17,1.18
Bronx,BX12,6,2016,12,17.45,1.24
Manhattan,MN01,6,2016,12,28.42,1.45
Manhattan,MN02,6,2016,12,27.48,1.44
Manhattan,MN03,6,2016,12,14.20,1.15
Manhattan,MN04,6,2016,12,22.88,1.36
Manhattan,MN05,6,2016,12,20.60,1.31
Manhattan,MN06,6,2016,12,24.50,1.39
Manhattan,MN07,6,2016,12,28.49,1.45
Manhattan,MN08,6,2016,12,28.35,1.45
Manhattan,MN09,6,2016,12,16.73,1.22
Manhattan,MN10,6,2016,12,14.85,1.17
Manhattan,MN11,6,2016,12,11.94,1.08
Manhattan,MN12,6,2016,12,17.91,1.25
Queens East,QE07,6,2016,12,19.62,1.29
Queens East,QE08,6,2016,12,16.91,1.23
Queens East,QE10,6,2016,12,25.98,1.41
Queens East,QE11,6,2016,12,23.75,1.38
Queens East,QE12,6,2016,12,15.10,1.18
Queens East,QE13,6,2016,12,19.58,1.29
Queens East,QE14,6,2016,12,12.83,1.11
Queens West,QW01,6,2016,12,20.69,1.32
Queens West,QW02,6,2016,12,21.61,1.33
Queens West,QW03,6,2016,12,15.40,1.19
Queens West,QW04,6,2016,12,14.85,1.17
Queens West,QW05,6,2016,12,26.79,1.43
Queens West,QW06,6,2016,12,22.80,1.36
Queens West,QW09,6,2016,12,20.05,1.30
Staten Island,SI01,6,2016,12,20.66,1.32
Staten Island,SI02,6,2016,12,21.70,1.34
Staten Island,SI03,6,2016,12,22.67,1.36
Brooklyn North,BKN01,8,2016,2,16.95,1.23
Brooklyn North,BKN02,8,2016,2,20.52,1.31
Brooklyn North,BKN03,8,2016,2,13.04,1.12
Brooklyn North,BKN04,8,2016,2,15.80,1.20
Brooklyn North,BKN05,8,2016,2,11.42,1.06
Brooklyn North,BKN08,8,2016,2,18.48,1.27
Brooklyn North,BKN09,8,2016,2,13.62,1.13
Brooklyn North,BKN16,8,2016,2,9.19,0.96
Brooklyn North,BKN17,8,2016,2,15.66,1.19
Brooklyn South,BKS06,8,2016,2,33.75,1.53
Brooklyn South,BKS07,8,2016,2,23.19,1.37
Brooklyn South,BKS10,8,2016,2,27.27,1.44
Brooklyn South,BKS11,8,2016,2,21.33,1.33
Brooklyn South,BKS12,8,2016,2,17.38,1.24
Brooklyn South,BKS13,8,2016,2,15.32,1.19
Brooklyn South,BKS14,8,2016,2,17.64,1.25
Brooklyn South,BKS15,8,2016,2,21.00,1.32
Brooklyn South,BKS18,8,2016,2,18.37,1.26
Bronx,BX01,8,2016,2,7.73,0.89
Bronx,BX02,8,2016,2,93.20,1.97
Bronx,BX03,8,2016,2,10.84,1.04
Bronx,BX04,8,2016,2,12.15,1.08
Bronx,BX05,8,2016,2,13.15,1.12
Bronx,BX06,8,2016,2,14.95,1.17
Bronx,BX07,8,2016,2,15.26,1.18
Bronx,BX08,8,2016,2,23.07,1.36
Bronx,BX09,8,2016,2,10.48,1.02
Bronx,BX10,8,2016,2,20.77,1.32
Bronx,BX11,8,2016,2,16.91,1.23
Bronx,BX12,8,2016,2,18.72,1.27
Manhattan,MN01,8,2016,2,29.42,1.47
Manhattan,MN02,8,2016,2,26.86,1.43
Manhattan,MN03,8,2016,2,15.65,1.19
Manhattan,MN04,8,2016,2,23.39,1.37
Manhattan,MN05,8,2016,2,21.80,1.34
Manhattan,MN06,8,2016,2,24.26,1.38
Manhattan,MN07,8,2016,2,29.78,1.47
Manhattan,MN08,8,2016,2,29.08,1.46
Manhattan,MN09,8,2016,2,17.09,1.23
Manhattan,MN10,8,2016,2,15.55,1.19
Manhattan,MN11,8,2016,2,12.52,1.10
Manhattan,MN12,8,2016,2,18.38,1.26
Queens East,QE07,8,2016,2,20.69,1.32
Queens East,QE08,8,2016,2,18.46,1.27
Queens East,QE10,8,2016,2,24.42,1.39
Queens East,QE11,8,2016,2,25.91,1.41
Queens East,QE12,8,2016,2,16.37,1.21
Queens East,QE13,8,2016,2,21.83,1.34
Queens East,QE14,8,2016,2,12.81,1.11
Queens West,QW01,8,2016,2,21.89,1.34
Queens West,QW02,8,2016,2,21.60,1.33
Queens West,QW03,8,2016,2,16.29,1.21
Queens West,QW04,8,2016,2,15.37,1.19
Queens West,QW05,8,2016,2,26.97,1.43
Queens West,QW06,8,2016,2,23.13,1.36
Queens West,QW09,8,2016,2,21.37,1.33
Staten Island,SI01,8,2016,2,21.62,1.33
Staten Island,SI02,8,2016,2,,
Staten Island,SI03,8,2016,2,24.67,1.39
Brooklyn North,BKN01,7,2016,1,14.14,1.15
Brooklyn North,BKN02,7,2016,1,17.68,1.25
Brooklyn North,BKN03,7,2016,1,10.58,1.02
Brooklyn North,BKN04,7,2016,1,13.46,1.13
Brooklyn North,BKN05,7,2016,1,9.13,0.96
Brooklyn North,BKN08,7,2016,1,14.71,1.17
Brooklyn North,BKN09,7,2016,1,11.92,1.08
Brooklyn North,BKN16,7,2016,1,8.30,0.92
Brooklyn North,BKN17,7,2016,1,13.02,1.11
Brooklyn South,BKS06,7,2016,1,29.60,1.47
Brooklyn South,BKS07,7,2016,1,18.66,1.27
Brooklyn South,BKS10,7,2016,1,23.34,1.37
Brooklyn South,BKS11,7,2016,1,15.93,1.20
Brooklyn South,BKS12,7,2016,1,12.66,1.10
Brooklyn South,BKS13,7,2016,1,12.95,1.11
Brooklyn South,BKS14,7,2016,1,12.98,1.11
Brooklyn South,BKS15,7,2016,1,16.74,1.22
Brooklyn South,BKS18,7,2016,1,14.58,1.16
Bronx,BX01,7,2016,1,5.94,0.77
Bronx,BX02,7,2016,1,13.37,1.13
Bronx,BX03,7,2016,1,97.58,1.99
Bronx,BX04,7,2016,1,9.57,0.98
Bronx,BX05,7,2016,1,10.41,1.02
Bronx,BX06,7,2016,1,11.44,1.06
Bronx,BX07,7,2016,1,12.36,1.09
Bronx,BX08,7,2016,1,18.20,1.26
Bronx,BX09,7,2016,1,8.83,0.95
Bronx,BX10,7,2016,1,18.02,1.26
Bronx,BX11,7,2016,1,13.66,1.14
Bronx,BX12,7,2016,1,15.22,1.18
Manhattan,MN01,7,2016,1,26.93,1.43
Manhattan,MN02,7,2016,1,24.25,1.38
Manhattan,MN03,7,2016,1,14.91,1.17
Manhattan,MN04,7,2016,1,23.58,1.37
Manhattan,MN05,7,2016,1,20.90,1.32
Manhattan,MN06,7,2016,1,24.38,1.39
Manhattan,MN07,7,2016,1,26.34,1.42
Manhattan,MN08,7,2016,1,26.06,1.42
Manhattan,MN09,7,2016,1,19.22,1.28
Manhattan,MN10,7,2016,1,15.21,1.18
Manhattan,MN11,7,2016,1,10.93,1.04
Manhattan,MN12,7,2016,1,16.32,1.21
Queens East,QE07,7,2016,1,18.65,1.27
Queens East,QE08,7,2016,1,15.69,1.20
Queens East,QE10,7,2016,1,22.80,1.36
Queens East,QE11,7,2016,1,22.79,1.36
Queens East,QE12,7,2016,1,14.48,1.16
Queens East,QE13,7,2016,1,18.73,1.27
Queens East,QE14,7,2016,1,12.04,1.08
Queens West,QW01,7,2016,1,19.88,1.30
Queens West,QW02,7,2016,1,22.02,1.34
Queens West,QW03,7,2016,1,15.59,1.19
Queens West,QW04,7,2016,1,13.75,1.14
Queens West,QW05,7,2016,1,93.76,1.97
Queens West,QW06,7,2016,1,21.80,1.34
Queens West,QW09,7,2016,1,19.45,1.29
Staten Island,SI01,7,2016,1,19.61,1.29
Staten Island,SI02,7,2016,1,20.07,1.30
Staten Island,SI03,7,2016,1,21.80,1.34
Brooklyn North,BKN01,1,2016,7,14.69,1.17
Brooklyn North,BKN02,1,2016,7,16.51,1.22
Brooklyn North,BKN03,1,2016,7,10.07,1.00
Brooklyn North,BKN04,1,2016,7,12.37,1.09
Brooklyn North,BKN05,1,2016,7,9.13,0.96
Brooklyn North,BKN08,1,2016,7,13.79,1.14
Brooklyn North,BKN09,1,2016,7,11.02,1.04
Brooklyn North,BKN16,1,2016,7,7.70,0.89
Brooklyn North,BKN17,1,2016,7,12.82,1.11
Brooklyn South,BKS06,1,2016,7,26.20,1.42
Brooklyn South,BKS07,1,2016,7,20.07,1.30
Brooklyn South,BKS10,1,2016,7,23.08,1.36
Brooklyn South,BKS11,1,2016,7,17.00,1.23
Brooklyn South,BKS12,1,2016,7,14.08,1.15
Brooklyn South,BKS13,1,2016,7,12.40,1.09
Brooklyn South,BKS14,1,2016,7,13.05,1.12
Brooklyn South,BKS15,1,2016,7,16.87,1.23
Brooklyn South,BKS18,1,2016,7,14.08,1.15
Bronx,BX01,1,2016,7,5.95,0.77
Bronx,BX02,1,2016,7,11.42,1.06
Bronx,BX03,1,2016,7,8.48,0.93
Bronx,BX04,1,2016,7,9.80,0.99
Bronx,BX05,1,2016,7,10.90,1.04
Bronx,BX06,1,2016,7,11.02,1.04
Bronx,BX07,1,2016,7,12.71,1.10
Bronx,BX08,1,2016,7,19.59,1.29
Bronx,BX09,1,2016,7,8.81,0.94
Bronx,BX10,1,2016,7,17.65,1.25
Bronx,BX11,1,2016,7,13.72,1.14
Bronx,BX12,1,2016,7,15.52,1.19
Manhattan,MN01,1,2016,7,25.09,1.40
Manhattan,MN02,1,2016,7,21.99,1.34
Manhattan,MN03,1,2016,7,12.55,1.10
Manhattan,MN04,1,2016,7,20.77,1.32
Manhattan,MN05,1,2016,7,17.05,1.23
Manhattan,MN06,1,2016,7,20.74,1.32
Manhattan,MN07,1,2016,7,23.88,1.38
Manhattan,MN08,1,2016,7,23.91,1.38
Manhattan,MN09,1,2016,7,15.01,1.18
Manhattan,MN10,1,2016,7,92.74,1.97
Manhattan,MN11,1,2016,7,10.68,1.03
Manhattan,MN12,1,2016,7,15.06,1.18
Queens East,QE07,1,2016,7,16.90,1.23
Queens East,QE08,1,2016,7,15.14,1.18
Queens East,QE10,1,2016,7,15.91,1.20
Queens East,QE11,1,2016,7,20.88,1.32
Queens East,QE12,1,2016,7,12.79,1.11
Queens East,QE13,1,2016,7,16.28,1.21
Queens East,QE14,1,2016,7,10.61,1.03
Queens West,QW01,1,2016,7,18.61,1.27
Queens West,QW02,1,2016,7,18.63,1.27
Queens West,QW03,1,2016,7,13.26,1.12
Queens West,QW04,1,2016,7,13.19,1.12
Queens West,QW05,1,2016,7,22.62,1.35
Queens West,QW06,1,2016,7,19.81,1.30
Queens West,QW09,1,2016,7,17.00,1.23
Staten Island,SI01,1,2016,7,19.13,1.28
Staten Island,SI02,1,2016,7,98.41,1.99
Staten Island,SI03,1,2016,7,19.49,1.29
Brooklyn North,BKN01,12,2016,6,14.43,1.16
Brooklyn North,BKN02,12,2016,6,17.93,1.25
Brooklyn North,BKN03,12,2016,6,11.16,1.05
Brooklyn North,BKN04,12,2016,6,13.72,1.14
Brooklyn North,BKN05,12,2016,6,9.51,0.98
Brooklyn North,BKN08,12,2016,6,15.26,1.18
Brooklyn North,BKN09,12,2016,6,11.68,1.07
Brooklyn North,BKN16,12,2016,6,8.17,0.91
Brooklyn North,BKN17,12,2016,6,12.76,1.11
Brooklyn South,BKS06,12,2016,6,29.74,1.47
Brooklyn South,BKS07,12,2016,6,22.28,1.35
Brooklyn South,BKS10,12,2016,6,24.63,1.39
Brooklyn South,BKS11,12,2016,6,17.80,1.25
Brooklyn South,BKS12,12,2016,6,14.31,1.16
Brooklyn South,BKS13,12,2016,6,13.21,1.12
Brooklyn South,BKS14,12,2016,6,14.14,1.15
Brooklyn South,BKS15,12,2016,6,17.63,1.25
Brooklyn South,BKS18,12,2016,6,15.04,1.18
Bronx,BX01,12,2016,6,6.75,0.83
Bronx,BX02,12,2016,6,13.26,1.12
Bronx,BX03,12,2016,6,10.56,1.02
Bronx,BX04,12,2016,6,10.91,1.04
Bronx,BX05,12,2016,6,11.97,1.08
Bronx,BX06,12,2016,6,14.04,1.15
Bronx,BX07,12,2016,6,13.59,1.13
Bronx,BX08,12,2016,6,20.51,1.31
Bronx,BX09,12,2016,6,9.71,0.99
Bronx,BX10,12,2016,6,18.01,1.26
Bronx,BX11,12,2016,6,13.88,1.14
Bronx,BX12,12,2016,6,16.20,1.21
Manhattan,MN01,12,2016,6,26.05,1.42
Manhattan,MN02,12,2016,6,24.42,1.39
Manhattan,MN03,12,2016,6,13.84,1.14
Manhattan,MN04,12,2016,6,22.09,1.34
Manhattan,MN05,12,2016,6,18.13,1.26
Manhattan,MN06,12,2016,6,21.25,1.33
Manhattan,MN07,12,2016,6,25.81,1.41
Manhattan,MN08,12,2016,6,25.18,1.40
Manhattan,MN09,12,2016,6,17.35,1.24
Manhattan,MN10,12,2016,6,14.44,1.16
Manhattan,MN11,12,2016,6,11.71,1.07
Manhattan,MN12,12,2016,6,15.62,1.19
Queens East,QE07,12,2016,6,17.36,1.24
Queens East,QE08,12,2016,6,15.35,1.19
Queens East,QE10,12,2016,6,21.10,1.32
Queens East,QE11,12,2016,6,20.76,1.32
Queens East,QE12,12,2016,6,13.58,1.13
Queens East,QE13,12,2016,6,16.98,1.23
Queens East,QE14,12,2016,6,11.20,1.05
Queens West,QW01,12,2016,6,19.46,1.29
Queens West,QW02,12,2016,6,19.10,1.28
Queens West,QW03,12,2016,6,13.88,1.14
Queens West,QW04,12,2016,6,13.73,1.14
Queens West,QW05,12,2016,6,23.74,1.38
Queens West,QW06,12,2016,6,20.13,1.30
Queens West,QW09,12,2016,6,18.18,1.26
Staten Island,SI01,12,2016,6,18.89,1.28
Staten Island,SI02,12,2016,6,18.31,1.26
Staten Island,SI03,12,2016,6,19.87,1.30
Brooklyn North,BKN01,9,2016,3,14.24,1.15
Brooklyn North,BKN02,9,2016,3,18.15,1.26
Brooklyn North,BKN03,9,2016,3,11.26,1.05
Brooklyn North,BKN04,9,2016,3,13.93,1.14
Brooklyn North,BKN05,9,2016,3,9.71,0.99
Brooklyn North,BKN08,9,2016,3,15.38,1.19
Brooklyn North,BKN09,9,2016,3,11.73,1.07
Brooklyn North,BKN16,9,2016,3,8.23,0.92
Brooklyn North,BKN17,9,2016,3,13.45,1.13
Brooklyn South,BKS06,9,2016,3,29.60,1.47
Brooklyn South,BKS07,9,2016,3,20.71,1.32
Brooklyn South,BKS10,9,2016,3,24.90,1.40
Brooklyn South,BKS11,9,2016,3,17.97,1.25
Brooklyn South,BKS12,9,2016,3,14.93,1.17
Brooklyn South,BKS13,9,2016,3,13.76,1.14
Brooklyn South,BKS14,9,2016,3,15.35,1.19
Brooklyn South,BKS15,9,2016,3,18.18,1.26
Brooklyn South,BKS18,9,2016,3,15.27,1.18
Bronx,BX01,9,2016,3,6.52,0.81
Bronx,BX02,9,2016,3,12.64,1.10
Bronx,BX03,9,2016,3,9.87,0.99
Bronx,BX04,9,2016,3,11.06,1.04
Bronx,BX05,9,2016,3,91.84,1.96
Bronx,BX06,9,2016,3,13.91,1.14
Bronx,BX07,9,2016,3,13.30,1.12
Bronx,BX08,9,2016,3,20.17,1.30
Bronx,BX09,9,2016,3,9.31,0.97
Bronx,BX10,9,2016,3,18.00,1.26
Bronx,BX11,9,2016,3,14.19,1.15
Bronx,BX12,9,2016,3,16.53,1.22
Manhattan,MN01,9,2016,3,27.74,1.44
Manhattan,MN02,9,2016,3,25.75,1.41
Manhattan,MN03,9,2016,3,14.12,1.15
Manhattan,MN04,9,2016,3,22.47,1.35
Manhattan,MN05,9,2016,3,19.80,1.30
Manhattan,MN06,9,2016,3,22.67,1.36
Manhattan,MN07,9,2016,3,27.14,1.43
Manhattan,MN08,9,2016,3,26.51,1.42
Manhattan,MN09,9,2016,3,17.52,1.24
Manhattan,MN10,9,2016,3,14.49,1.16
Manhattan,MN11,9,2016,3,11.57,1.06
Manhattan,MN12,9,2016,3,15.77,1.20
Queens East,QE07,9,2016,3,18.23,1.26
Queens East,QE08,9,2016,3,16.25,1.21
Queens East,QE10,9,2016,3,21.66,1.34
Queens East,QE11,9,2016,3,22.51,1.35
Queens East,QE12,9,2016,3,14.46,1.16
Queens East,QE13,9,2016,3,18.44,1.27
Queens East,QE14,9,2016,3,11.31,1.05
Queens West,QW01,9,2016,3,19.48,1.29
Queens West,QW02,9,2016,3,19.81,1.30
Queens West,QW03,9,2016,3,14.42,1.16
Queens West,QW04,9,2016,3,13.83,1.14
Queens West,QW05,9,2016,3,24.18,1.38
Queens West,QW06,9,2016,3,20.67,1.32
Queens West,QW09,9,2016,3,19.08,1.28
Staten Island,SI01,9,2016,3,19.31,1.29
Staten Island,SI02,9,2016,3,20.43,1.31
Staten Island,SI03,9,2016,3,21.35,1.33
Brooklyn North,BKN01,11,2016,5,14.79,1.17
Brooklyn North,BKN02,11,2016,5,17.66,1.25
Brooklyn North,BKN03,11,2016,5,11.02,1.04
Brooklyn North,BKN04,11,2016,5,13.62,1.13
Brooklyn North,BKN05,11,2016,5,9.29,0.97
Brooklyn North,BKN08,11,2016,5,15.18,1.18
Brooklyn North,BKN09,11,2016,5,11.55,1.06
Brooklyn North,BKN16,11,2016,5,8.19,0.91
Brooklyn North,BKN17,11,2016,5,12.81,1.11
Brooklyn South,BKS06,11,2016,5,30.52,1.48
Brooklyn South,BKS07,11,2016,5,22.76,1.36
Brooklyn South,BKS10,11,2016,5,25.25,1.40
Brooklyn South,BKS11,11,2016,5,18.21,1.26
Brooklyn South,BKS12,11,2016,5,15.42,1.19
Brooklyn South,BKS13,11,2016,5,13.28,1.12
Brooklyn South,BKS14,11,2016,5,15.04,1.18
Brooklyn South,BKS15,11,2016,5,17.84,1.25
Brooklyn South,BKS18,11,2016,5,14.88,1.17
Bronx,BX01,11,2016,5,6.49,0.81
Bronx,BX02,11,2016,5,99.31,2.00
Bronx,BX03,11,2016,5,9.75,0.99
Bronx,BX04,11,2016,5,10.66,1.03
Bronx,BX05,11,2016,5,11.60,1.06
Bronx,BX06,11,2016,5,13.79,1.14
Bronx,BX07,11,2016,5,13.11,1.12
Bronx,BX08,11,2016,5,20.00,1.30
Bronx,BX09,11,2016,5,9.06,0.96
Bronx,BX10,11,2016,5,17.67,1.25
Bronx,BX11,11,2016,5,13.83,1.14
Bronx,BX12,11,2016,5,15.61,1.19
Manhattan,MN01,11,2016,5,26.22,1.42
Manhattan,MN02,11,2016,5,25.18,1.40
Manhattan,MN03,11,2016,5,13.88,1.14
Manhattan,MN04,11,2016,5,22.70,1.36
Manhattan,MN05,11,2016,5,19.21,1.28
Manhattan,MN06,11,2016,5,22.14,1.35
Manhattan,MN07,11,2016,5,26.63,1.43
Manhattan,MN08,11,2016,5,26.03,1.42
Manhattan,MN09,11,2016,5,17.77,1.25
Manhattan,MN10,11,2016,5,14.21,1.15
Manhattan,MN11,11,2016,5,11.44,1.06
Manhattan,MN12,11,2016,5,15.86,1.20
Queens East,QE07,11,2016,5,17.53,1.24
Queens East,QE08,11,2016,5,15.41,1.19
Queens East,QE10,11,2016,5,20.61,1.31
Queens East,QE11,11,2016,5,20.92,1.32
Queens East,QE12,11,2016,5,13.47,1.13
Queens East,QE13,11,2016,5,16.91,1.23
Queens East,QE14,11,2016,5,11.29,1.05
Queens West,QW01,11,2016,5,19.35,1.29
Queens West,QW02,11,2016,5,19.11,1.28
Queens West,QW03,11,2016,5,13.73,1.14
Queens West,QW04,11,2016,5,13.32,1.12
Queens West,QW05,11,2016,5,24.10,1.38
Queens West,QW06,11,2016,5,20.12,1.30
Queens West,QW09,11,2016,5,18.21,1.26
Staten Island,SI01,11,2016,5,18.79,1.27
Staten Island,SI02,11,2016,5,18.74,1.27
Staten Island,SI03,11,2016,5,19.38,1.29
Brooklyn North,BKN01,5,2016,11,13.46,1.13
Brooklyn North,BKN02,5,2016,11,17.30,1.24
Brooklyn North,BKN03,5,2016,11,10.12,1.01
Brooklyn North,BKN04,5,2016,11,12.49,1.10
Brooklyn North,BKN05,5,2016,11,8.95,0.95
Brooklyn North,BKN08,5,2016,11,14.47,1.16
Brooklyn North,BKN09,5,2016,11,10.94,1.04
Brooklyn North,BKN16,5,2016,11,7.86,0.90
Brooklyn North,BKN17,5,2016,11,12.34,1.09
Brooklyn South,BKS06,5,2016,11,31.01,1.49
Brooklyn South,BKS07,5,2016,11,20.26,1.31
Brooklyn South,BKS10,5,2016,11,25.58,1.41
Brooklyn South,BKS11,5,2016,11,16.64,1.22
Brooklyn South,BKS12,5,2016,11,13.35,1.13
Brooklyn South,BKS13,5,2016,11,12.22,1.09
Brooklyn South,BKS14,5,2016,11,13.43,1.13
Brooklyn South,BKS15,5,2016,11,16.52,1.22
Brooklyn South,BKS18,5,2016,11,13.65,1.14
Bronx,BX01,5,2016,11,5.92,0.77
Bronx,BX02,5,2016,11,10.10,1.00
Bronx,BX03,5,2016,11,8.35,0.92
Bronx,BX04,5,2016,11,9.82,0.99
Bronx,BX05,5,2016,11,10.89,1.04
Bronx,BX06,5,2016,11,12.89,1.11
Bronx,BX07,5,2016,11,12.20,1.09
Bronx,BX08,5,2016,11,19.79,1.30
Bronx,BX09,5,2016,11,8.15,0.91
Bronx,BX10,5,2016,11,99.04,2.00
Bronx,BX11,5,2016,11,12.83,1.11
Bronx,BX12,5,2016,11,14.70,1.17
Manhattan,MN01,5,2016,11,26.85,1.43
Manhattan,MN02,5,2016,11,23.97,1.38
Manhattan,MN03,5,2016,11,13.16,1.12
Manhattan,MN04,5,2016,11,21.51,1.33
Manhattan,MN05,5,2016,11,18.97,1.28
Manhattan,MN06,5,2016,11,21.27,1.33
Manhattan,MN07,5,2016,11,99.70,2.00
Manhattan,MN08,5,2016,11,25.44,1.41
Manhattan,MN09,5,2016,11,16.71,1.22
Manhattan,MN10,5,2016,11,12.90,1.11
Manhattan,MN11,5,2016,11,11.05,1.04
Manhattan,MN12,5,2016,11,14.82,1.17
Queens East,QE07,5,2016,11,16.32,1.21
Queens East,QE08,5,2016,11,14.11,1.15
Queens East,QE10,5,2016,11,24.32,1.39
Queens East,QE11,5,2016,11,18.59,1.27
Queens East,QE12,5,2016,11,12.53,1.10
Queens East,QE13,5,2016,11,15.75,1.20
Queens East,QE14,5,2016,11,10.47,1.02
Queens West,QW01,5,2016,11,19.27,1.28
Queens West,QW02,5,2016,11,19.37,1.29
Queens West,QW03,5,2016,11,13.33,1.12
Queens West,QW04,5,2016,11,12.86,1.11
Queens West,QW05,5,2016,11,24.95,1.40
Queens West,QW06,5,2016,11,20.16,1.30
Queens West,QW09,5,2016,11,16.64,1.22
Staten Island,SI01,5,2016,11,18.78,1.27
Staten Island,SI02,5,2016,11,17.39,1.24
Staten Island,SI03,5,2016,11,18.11,1.26
Brooklyn North,BKN01,4,2016,10,14.00,1.15
Brooklyn North,BKN02,4,2016,10,18.04,1.26
Brooklyn North,BKN03,4,2016,10,10.53,1.02
Brooklyn North,BKN04,4,2016,10,12.95,1.11
Brooklyn North,BKN05,4,2016,10,9.09,0.96
Brooklyn North,BKN08,4,2016,10,14.91,1.17
Brooklyn North,BKN09,4,2016,10,11.08,1.04
Brooklyn North,BKN16,4,2016,10,8.12,0.91
Brooklyn North,BKN17,4,2016,10,12.93,1.11
Brooklyn South,BKS06,4,2016,10,29.77,1.47
Brooklyn South,BKS07,4,2016,10,20.08,1.30
Brooklyn South,BKS10,4,2016,10,24.54,1.39
Brooklyn South,BKS11,4,2016,10,17.60,1.25
