Zone,District,Year,Month,Capture Rate-Paper ,Capture Rate-MGP,Capture Rate-Total
Brooklyn North,BKN05,2018,7,23.34,37.79,29.93
Brooklyn North,BKN08,2018,7,45.68,49.55,47.44
Brooklyn North,BKN09,2018,7,32.17,39.83,35.22
Brooklyn North,BKN16,2018,7,22.46,30.76,26.25
Brooklyn North,BKN17,2018,7,27.96,54.56,38.55
Brooklyn South,BKS06,2018,7,45.11,78.28,54.89
Brooklyn South,BKS07,2018,7,48.68,64.45,54.96
Brooklyn South,BKS10,2018,7,55.01,70.44,61.15
Brooklyn South,BKS11,2018,7,48.42,58.74,52.53
Brooklyn South,BKS12,2018,7,48.84,39.98,44.80
Brooklyn South,BKS13,2018,7,,46.95,42.72
Brooklyn South,BKS14,2018,7,31.89,49.76,37.69
Brooklyn South,BKS15,2018,7,48.67,57.28,52.09
Brooklyn South,BKS18,2018,7,33.20,62.99,43.76
Bronx,BX01,2018,7,17.56,26.34,21.33
Bronx,BX02,2018,7,29.03,55.80,40.52
Bronx,BX03,2018,7,22.91,35.73,28.41
Bronx,BX04,2018,7,26.81,48.54,36.13
Bronx,BX05,2018,7,25.18,51.36,36.41
Bronx,BX06,2018,7,33.18,46.65,38.96
Bronx,BX07,2018,7,32.45,63.01,45.56
Bronx,BX08,2018,7,40.37,79.98,53.24
Bronx,BX09,2018,7,22.85,39.60,30.49
Bronx,BX10,2018,7,42.56,67.73,52.57
Bronx,BX11,2018,7,33.30,51.50,40.54
Bronx,BX12,2018,7,32.60,71.49,48.07
Manhattan,MN01,2018,7,42.24,61.88,47.53
Manhattan,MN02,2018,7,36.19,72.19,45.89
Manhattan,MN03,2018,7,38.12,45.28,41.19
Manhattan,MN04,2018,7,30.14,69.92,40.85
Manhattan,MN05,2018,7,27.77,52.99,34.56
Manhattan,MN06,2018,7,31.47,67.25,41.11
Manhattan,MN07,2018,7,39.69,71.67,48.30
Manhattan,MN08,2018,7,39.37,70.09,47.65
Manhattan,MN09,2018,7,52.35,49.81,51.26
Manhattan,MN10,2018,7,34.99,57.04,44.45
Manhattan,MN11,2018,7,38.04,31.21,35.11
Manhattan,MN12,2018,7,41.43,57.04,48.13
Queens East,QE07,2018,7,45.36,57.78,50.31
Queens East,QE08,2018,7,28.44,51.19,35.15
Queens East,QE10,2018,7,36.71,79.74,51.97
Queens East,QE11,2018,7,54.42,77.47,62.59
Queens East,QE12,2018,7,33.97,58.44,45.75
Queens East,QE13,2018,7,32.08,84.89,50.80
Queens East,QE14,2018,7,29.30,41.58,34.18
Queens West,QW01,2018,7,48.59,67.72,56.20
Queens West,QW02,2018,7,49.80,67.14,56.69
Queens West,QW03,2018,7,31.24,56.50,41.29
Queens West,QW04,2018,7,34.63,56.98,43.52
Queens West,QW05,2018,7,44.66,84.50,60.51
Queens West,QW06,2018,7,30.46,65.60,39.92
Queens West,QW09,2018,7,40.14,71.66,52.68
Staten Island,SI01,2018,7,39.63,78.18,53.30
Staten Island,SI02,2018,7,45.19,78.31,56.94
Staten Island,SI03,2018,7,45.56,84.11,59.23
Brooklyn North,BKN01,2018,6,47.10,49.45,48.06
Brooklyn North,BKN02,2018,6,37.71,58.78,43.94
Brooklyn North,BKN03,2018,6,34.63,46.08,39.28
Brooklyn North,BKN04,2018,6,37.24,67.51,
Brooklyn North,BKN05,2018,6,24.81,43.03,32.22
Brooklyn North,BKN08,2018,6,46.68,58.80,51.61
Brooklyn North,BKN09,2018,6,34.20,43.31,37.66
Brooklyn North,BKN16,2018,6,22.01,33.24,26.57
Brooklyn North,BKN17,2018,6,30.87,59.39,41.70
Brooklyn South,BKS06,2018,6,49.48,80.41,58.62
Brooklyn South,BKS07,2018,6,49.82,68.70,56.99
Brooklyn South,BKS10,2018,6,57.58,77.35,65.09
Brooklyn South,BKS11,2018,6,48.11,62.65,53.63
Brooklyn South,BKS12,2018,6,47.18,44.01,45.89
Brooklyn South,BKS13,2018,6,42.97,49.60,45.86
Brooklyn South,BKS14,2018,6,39.94,53.79,44.69
Brooklyn South,BKS15,2018,6,50.29,61.44,54.53
Brooklyn South,BKS18,2018,6,40.32,70.33,50.99
Bronx,BX01,2018,6,21.52,28.36,24.51
Bronx,BX02,2018,6,36.45,56.35,45.14
Bronx,BX03,2018,6,27.27,36.69,31.38
Bronx,BX04,2018,6,31.22,51.80,40.21
Bronx,BX05,2018,6,28.63,51.54,38.64
Bronx,BX06,2018,6,36.76,44.79,40.27
Bronx,BX07,2018,6,36.88,66.49,49.81
Bronx,BX08,2018,6,47.92,80.69,59.16
Bronx,BX09,2018,6,23.69,44.13,32.00
Bronx,BX10,2018,6,40.60,78.10,54.84
Bronx,BX11,2018,6,36.33,58.65,44.81
Bronx,BX12,2018,6,35.76,78.53,52.00
Manhattan,MN01,2018,6,46.76,75.59,53.71
Manhattan,MN02,2018,6,41.54,86.02,52.26
Manhattan,MN03,2018,6,45.12,44.00,44.63
Manhattan,MN04,2018,6,35.44,77.26,45.51
Manhattan,MN05,2018,6,33.56,60.75,40.11
Manhattan,MN06,2018,6,34.64,72.77,43.82
Manhattan,MN07,2018,6,44.23,82.87,53.54
Manhattan,MN08,2018,6,43.25,79.89,52.07
Manhattan,MN09,2018,6,59.78,50.23,55.61
Manhattan,MN10,2018,6,41.33,55.16,47.37
Manhattan,MN11,2018,6,43.55,31.79,38.41
Manhattan,MN12,2018,6,46.11,56.61,50.70
Queens East,QE07,2018,6,49.12,65.32,55.28
Queens East,QE08,2018,6,28.87,52.48,35.85
Queens East,QE10,2018,6,42.13,93.63,60.44
Queens East,QE11,2018,6,63.35,91.26,73.27
Queens East,QE12,2018,6,36.27,65.85,49.85
Queens East,QE13,2018,6,38.35,96.88,59.16
Queens East,QE14,2018,6,32.21,45.26,37.17
Queens West,QW01,2018,6,51.65,74.06,60.16
Queens West,QW02,2018,6,51.81,70.26,58.82
Queens West,QW03,2018,6,32.00,62.49,43.58
Queens West,QW04,2018,6,37.28,61.83,46.60
Queens West,QW05,2018,6,47.73,86.19,62.34
Queens West,QW06,2018,6,30.13,73.16,40.49
Queens West,QW09,2018,6,42.65,78.89,56.41
Staten Island,SI01,2018,6,47.78,82.80,60.23
Staten Island,SI02,2018,6,50.99,84.82,63.02
Staten Island,SI03,2018,6,53.31,89.64,66.23
Brooklyn North,BKN01,2018,3,44.75,43.07,44.06
Brooklyn North,BKN02,2018,3,33.74,58.27,40.71
Brooklyn North,BKN03,2018,3,34.81,41.65,37.61
Brooklyn North,BKN04,2018,3,36.22,67.17,48.90
Brooklyn North,BKN05,2018,3,25.12,43.62,32.70
Brooklyn North,BKN08,2018,3,46.26,58.71,51.36
Brooklyn North,BKN09,2018,3,32.44,43.86,36.60
Brooklyn North,BKN16,2018,3,22.33,32.72,26.59
Brooklyn North,BKN17,2018,3,27.53,59.10,39.02
Brooklyn South,BKS06,2018,3,46.08,81.98,56.28
Brooklyn South,BKS07,2018,3,42.08,70.28,52.35
Brooklyn South,BKS10,2018,3,52.42,79.04,62.11
Brooklyn South,BKS11,2018,3,43.77,63.88,51.09
Brooklyn South,BKS12,2018,3,48.51,47.00,47.90
Brooklyn South,BKS13,2018,3,42.30,47.32,44.56
Brooklyn South,BKS14,2018,3,34.55,53.58,40.50
Brooklyn South,BKS15,2018,3,46.48,62.57,52.34
Brooklyn South,BKS18,2018,3,30.88,62.81,41.08
Bronx,BX01,2018,3,20.94,24.63,22.60
Bronx,BX02,2018,3,33.63,51.20,41.54
Bronx,BX03,2018,3,27.69,36.65,31.72
Bronx,BX04,2018,3,29.87,48.05,38.05
Bronx,BX05,2018,3,27.33,46.97,36.17
Bronx,BX06,2018,3,36.84,43.47,39.82
Bronx,BX07,2018,3,35.44,59.19,46.13
Bronx,BX08,2018,3,38.85,79.64,51.61
Bronx,BX09,2018,3,23.97,42.86,31.71
Bronx,BX10,2018,3,40.72,67.33,50.41
Bronx,BX11,2018,3,33.09,55.69,41.32
Bronx,BX12,2018,3,33.37,74.35,48.29
Manhattan,MN01,2018,3,44.28,69.11,50.67
Manhattan,MN02,2018,3,38.41,79.23,48.92
Manhattan,MN03,2018,3,43.95,42.07,43.10
Manhattan,MN04,2018,3,33.18,71.92,43.15
Manhattan,MN05,2018,3,32.18,58.15,38.86
Manhattan,MN06,2018,3,34.46,69.43,43.46
Manhattan,MN07,2018,3,42.01,74.89,50.47
Manhattan,MN08,2018,3,42.49,74.63,50.76
Manhattan,MN09,2018,3,54.76,47.50,51.49
Manhattan,MN10,2018,3,38.77,51.42,44.47
Manhattan,MN11,2018,3,39.65,29.65,35.15
Manhattan,MN12,2018,3,44.79,55.64,99.67
Queens East,QE07,2018,3,46.83,65.68,53.69
Queens East,QE08,2018,3,28.20,52.67,35.15
Queens East,QE10,2018,3,34.56,81.24,49.48
Queens East,QE11,2018,3,49.94,82.24,60.26
Queens East,QE12,2018,3,33.72,66.42,47.41
Queens East,QE13,2018,3,31.65,83.26,48.15
Queens East,QE14,2018,3,31.03,39.19,34.00
Queens West,QW01,2018,3,45.57,73.77,55.84
Queens West,QW02,2018,3,49.10,71.62,57.30
Queens West,QW03,2018,3,30.89,61.51,42.04
Queens West,QW04,2018,3,32.18,62.88,43.36
Queens West,QW05,2018,3,46.14,86.01,60.66
Queens West,QW06,2018,3,31.12,70.49,41.25
Queens West,QW09,2018,3,40.41,75.39,53.14
Staten Island,SI01,2018,3,37.31,68.32,47.22
Staten Island,SI02,2018,3,42.18,66.54,49.96
Staten Island,SI03,2018,3,45.23,73.14,54.15
Brooklyn North,BKN01,2018,5,45.88,46.34,46.06
Brooklyn North,BKN02,2018,5,34.08,56.83,40.80
Brooklyn North,BKN03,2018,5,32.75,43.55,37.14
Brooklyn North,BKN04,2018,5,31.79,64.80,45.21
Brooklyn North,BKN05,2018,5,21.92,40.38,29.43
Brooklyn North,BKN08,2018,5,41.80,54.17,46.83
Brooklyn North,BKN09,2018,5,33.88,44.88,38.06
Brooklyn North,BKN16,2018,5,20.64,34.24,26.17
Brooklyn North,BKN17,2018,5,27.30,58.12,39.01
Brooklyn South,BKS06,2018,5,46.20,78.88,55.85
Brooklyn South,BKS07,2018,5,44.78,67.50,53.41
Brooklyn South,BKS10,2018,5,52.50,76.94,61.78
Brooklyn South,BKS11,2018,5,44.65,61.91,51.21
Brooklyn South,BKS12,2018,5,44.77,43.71,44.34
Brooklyn South,BKS13,2018,5,40.56,48.73,44.12
Brooklyn South,BKS14,2018,5,35.42,49.06,40.09
Brooklyn South,BKS15,2018,5,46.79,60.70,52.07
Brooklyn South,BKS18,2018,5,37.74,69.26,48.95
Bronx,BX01,2018,5,19.18,25.65,22.01
Bronx,BX02,2018,5,33.44,56.88,43.68
Bronx,BX03,2018,5,25.58,36.88,30.51
Bronx,BX04,2018,5,28.10,46.95,36.33
Bronx,BX05,2018,5,25.87,48.61,35.80
Bronx,BX06,2018,5,35.99,46.34,40.51
Bronx,BX07,2018,5,33.44,61.92,45.88
Bronx,BX08,2018,5,44.14,79.11,56.13
Bronx,BX09,2018,5,21.38,41.35,29.50
Bronx,BX10,2018,5,39.13,71.51,51.43
Bronx,BX11,2018,5,33.90,55.70,42.18
Bronx,BX12,2018,5,32.90,74.83,48.82
Manhattan,MN01,2018,5,45.94,74.99,52.93
Manhattan,MN02,2018,5,37.45,80.79,47.89
Manhattan,MN03,2018,5,43.02,44.97,43.87
Manhattan,MN04,2018,5,33.82,76.30,44.05
Manhattan,MN05,2018,5,31.83,59.46,38.49
Manhattan,MN06,2018,5,34.21,75.11,44.06
Manhattan,MN07,2018,5,41.95,79.22,50.92
Manhattan,MN08,2018,5,42.15,78.36,50.87
Manhattan,MN09,2018,5,58.89,50.09,55.05
Manhattan,MN10,2018,5,38.79,53.32,45.13
Manhattan,MN11,2018,5,42.24,31.78,37.67
Manhattan,MN12,2018,5,44.32,58.01,50.30
Queens East,QE07,2018,5,46.65,63.20,52.93
Queens East,QE08,2018,5,28.23,50.52,34.81
Queens East,QE10,2018,5,39.61,86.05,56.12
Queens East,QE11,2018,5,58.58,87.22,68.76
Queens East,QE12,2018,5,34.00,63.92,47.74
Queens East,QE13,2018,5,37.35,91.50,56.61
Queens East,QE14,2018,5,31.40,41.71,35.31
Queens West,QW01,2018,5,46.98,70.90,56.07
Queens West,QW02,2018,5,50.13,68.64,57.16
Queens West,QW03,2018,5,30.93,60.09,42.00
Queens West,QW04,2018,5,34.15,,44.30
Queens West,QW05,2018,5,44.69,82.97,59.23
Queens West,QW06,2018,5,28.72,73.13,39.42
Queens West,QW09,2018,5,37.89,74.30,51.72
Staten Island,SI01,2018,5,43.54,76.41,55.22
Staten Island,SI02,2018,5,48.24,75.85,58.06
Staten Island,SI03,2018,5,50.09,84.00,62.15
Brooklyn North,BKN01,2018,11,51.73,43.52,48.00
Brooklyn North,BKN02,2018,11,32.70,57.71,39.58
Brooklyn North,BKN03,2018,11,37.50,40.06,38.66
Brooklyn North,BKN04,2018,11,38.04,59.46,47.76
Brooklyn North,BKN05,2018,11,26.33,40.05,32.56
Brooklyn North,BKN08,2018,11,50.66,55.00,52.63
Brooklyn North,BKN09,2018,11,31.93,49.84,38.04
Brooklyn North,BKN16,2018,11,23.82,32.69,27.85
Brooklyn North,BKN17,2018,11,29.08,68.87,42.66
Brooklyn South,BKS06,2018,11,46.51,81.61,56.17
Brooklyn South,BKS07,2018,11,45.49,80.54,57.45
Brooklyn South,BKS10,2018,11,56.92,87.63,67.40
Brooklyn South,BKS11,2018,11,46.68,73.21,55.73
Brooklyn South,BKS12,2018,11,54.92,42.32,49.20
Brooklyn South,BKS13,2018,11,41.39,50.57,45.39
Brooklyn South,BKS14,2018,11,34.65,55.18,41.15
Brooklyn South,BKS15,2018,11,48.76,71.09,56.38
Brooklyn South,BKS18,2018,11,32.85,68.76,44.15
Bronx,BX01,2018,11,18.35,24.63,21.09
Bronx,BX02,2018,11,28.96,51.78,38.91
Bronx,BX03,2018,11,22.42,35.16,27.98
Bronx,BX04,2018,11,27.40,47.21,36.04
Bronx,BX05,2018,11,25.06,48.90,35.46
Bronx,BX06,2018,11,31.71,43.23,36.73
Bronx,BX07,2018,11,32.40,61.75,45.20
Bronx,BX08,2018,11,41.77,80.05,53.90
Bronx,BX09,2018,11,24.66,39.46,31.38
Bronx,BX10,2018,11,43.19,75.37,54.17
Bronx,BX11,2018,11,33.65,60.85,42.93
Bronx,BX12,2018,11,34.27,84.26,51.33
Manhattan,MN01,2018,11,42.23,75.39,49.84
Manhattan,MN02,2018,11,37.74,86.41,48.91
Manhattan,MN03,2018,11,43.06,44.38,43.64
Manhattan,MN04,2018,11,31.43,83.00,43.26
Manhattan,MN05,2018,11,28.40,64.87,36.77
Manhattan,MN06,2018,11,32.25,75.89,42.26
Manhattan,MN07,2018,11,41.51,84.52,51.38
Manhattan,MN08,2018,11,40.26,82.26,49.90
Manhattan,MN09,2018,11,52.76,50.22,51.65
Manhattan,MN10,2018,11,39.32,54.00,45.72
Manhattan,MN11,2018,11,40.48,32.08,36.82
Manhattan,MN12,2018,11,44.22,57.30,49.92
Queens East,QE07,2018,11,48.71,72.17,56.71
Queens East,QE08,2018,11,27.83,51.08,34.23
Queens East,QE10,2018,11,35.73,81.93,50.27
Queens East,QE11,2018,11,51.09,81.24,60.58
Queens East,QE12,2018,11,33.13,72.64,48.82
Queens East,QE13,2018,11,32.43,84.47,48.81
Queens East,QE14,2018,11,32.05,46.44,36.96
Queens West,QW01,2018,11,47.95,83.86,60.20
Queens West,QW02,2018,11,51.92,82.06,62.20
Queens West,QW03,2018,11,31.84,69.87,44.81
Queens West,QW04,2018,11,34.49,70.53,46.79
Queens West,QW05,2018,11,46.43,94.11,62.70
Queens West,QW06,2018,11,29.49,76.01,40.17
Queens West,QW09,2018,11,41.63,84.47,56.25
Staten Island,SI01,2018,11,38.52,75.29,50.09
Staten Island,SI02,2018,11,42.44,74.57,52.55
Staten Island,SI03,2018,11,44.30,81.34,55.96
Brooklyn North,BKN01,2018,10,51.13,43.69,47.75
Brooklyn North,BKN02,2018,10,33.62,56.74,39.98
Brooklyn North,BKN03,2018,10,36.49,41.05,38.56
Brooklyn North,BKN04,2018,10,35.41,61.78,47.38
Brooklyn North,BKN05,2018,10,23.94,41.35,31.84
Brooklyn North,BKN08,2018,10,49.85,54.58,52.00
Brooklyn North,BKN09,2018,10,31.02,48.20,36.88
Brooklyn North,BKN16,2018,10,22.44,31.41,26.51
Brooklyn North,BKN17,2018,10,27.58,67.88,41.33
Brooklyn South,BKS06,2018,10,46.07,82.85,56.20
Brooklyn South,BKS07,2018,10,42.22,89.90,58.49
Brooklyn South,BKS10,2018,10,54.28,86.76,65.36
Brooklyn South,BKS11,2018,10,44.69,72.80,54.28
Brooklyn South,BKS12,2018,10,51.69,44.18,48.28
Brooklyn South,BKS13,2018,10,39.20,47.87,42.98
Brooklyn South,BKS14,2018,10,33.09,55.79,40.28
Brooklyn South,BKS15,2018,10,45.35,69.92,53.74
Brooklyn South,BKS18,2018,10,32.42,69.11,43.97
Bronx,BX01,2018,10,18.03,25.31,21.20
Bronx,BX02,2018,10,30.59,52.23,40.03
Bronx,BX03,2018,10,23.09,35.58,28.54
Bronx,BX04,2018,10,26.28,48.52,35.98
Bronx,BX05,2018,10,23.83,49.58,35.06
Bronx,BX06,2018,10,32.32,44.90,37.81
Bronx,BX07,2018,10,31.79,61.43,44.72
Bronx,BX08,2018,10,40.34,81.88,53.50
Bronx,BX09,2018,10,24.73,40.55,31.91
Bronx,BX10,2018,10,40.78,79.38,53.95
Bronx,BX11,2018,10,32.88,62.52,42.99
Bronx,BX12,2018,10,33.49,85.49,51.23
Manhattan,MN01,2018,10,42.05,75.54,49.73
Manhattan,MN02,2018,10,38.24,85.70,49.13
Manhattan,MN03,2018,10,43.75,43.77,43.76
Manhattan,MN04,2018,10,31.51,80.95,42.86
Manhattan,MN05,2018,10,29.11,65.28,37.41
Manhattan,MN06,2018,10,32.75,75.35,42.53
Manhattan,MN07,2018,10,40.66,81.93,50.13
Manhattan,MN08,2018,10,40.13,80.68,49.44
Manhattan,MN09,2018,10,54.17,48.69,51.78
Manhattan,MN10,2018,10,38.44,54.74,45.55
Manhattan,MN11,2018,10,39.68,34.22,37.30
Manhattan,MN12,2018,10,42.80,55.60,48.38
Queens East,QE07,2018,10,47.30,73.92,56.38
Queens East,QE08,2018,10,26.09,55.59,34.21
Queens East,QE10,2018,10,32.06,85.86,48.99
Queens East,QE11,2018,10,51.04,83.26,61.18
Queens East,QE12,2018,10,30.09,74.89,47.88
Queens East,QE13,2018,10,29.72,89.22,48.45
Queens East,QE14,2018,10,29.85,48.98,36.38
Queens West,QW01,2018,10,46.88,84.07,59.57
Queens West,QW02,2018,10,48.91,90.29,63.03
Queens West,QW03,2018,10,29.21,69.59,42.99
Queens West,QW04,2018,10,32.87,70.70,45.78
Queens West,QW05,2018,10,43.03,98.12,61.83
Queens West,QW06,2018,10,28.38,75.01,39.08
Queens West,QW09,2018,10,36.90,88.37,54.46
Staten Island,SI01,2018,10,38.06,79.83,51.21
Staten Island,SI02,2018,10,41.78,78.21,53.24
Staten Island,SI03,2018,10,44.14,88.65,58.15
Brooklyn North,BKN01,2018,9,53.10,42.97,48.51
Brooklyn North,BKN02,2018,9,34.71,55.77,40.50
Brooklyn North,BKN03,2018,9,38.94,41.92,40.29
Brooklyn North,BKN04,2018,9,36.80,61.88,48.18
Brooklyn North,BKN05,2018,9,25.83,41.40,32.90
Brooklyn North,BKN08,2018,9,50.67,53.17,51.80
Brooklyn North,BKN09,2018,9,31.68,49.46,37.75
Brooklyn North,BKN16,2018,9,24.96,32.01,28.16
Brooklyn North,BKN17,2018,9,28.22,69.01,42.14
Brooklyn South,BKS06,2018,9,47.60,81.26,56.87
Brooklyn South,BKS07,2018,9,53.13,88.36,65.15
Brooklyn South,BKS10,2018,9,55.59,86.31,66.07
Brooklyn South,BKS11,2018,9,45.80,71.55,54.59
Brooklyn South,BKS12,2018,9,57.17,42.67,50.59
Brooklyn South,BKS13,2018,9,41.29,48.33,44.36
Brooklyn South,BKS14,2018,9,34.16,53.43,40.27
Brooklyn South,BKS15,2018,9,48.68,68.29,55.37
Brooklyn South,BKS18,2018,9,32.70,68.11,43.85
Bronx,BX01,2018,9,99.89,25.87,22.50
Bronx,BX02,2018,9,34.36,57.57,44.49
Bronx,BX03,2018,9,25.77,35.58,30.05
Bronx,BX04,2018,9,27.66,48.39,36.70
Bronx,BX05,2018,9,25.93,49.41,36.17
Bronx,BX06,2018,9,36.11,44.20,39.64
Bronx,BX07,2018,9,33.55,61.70,45.83
Bronx,BX08,2018,9,44.54,80.18,55.83
Bronx,BX09,2018,9,25.32,40.14,32.04
Bronx,BX10,2018,9,42.14,78.49,54.54
Bronx,BX11,2018,9,34.12,64.22,44.39
Bronx,BX12,2018,9,34.87,87.43,52.80
Manhattan,MN01,2018,9,43.15,81.55,51.96
Manhattan,MN02,2018,9,38.16,84.75,48.85
Manhattan,MN03,2018,9,45.48,42.83,44.32
Manhattan,MN04,2018,9,31.46,79.05,42.38
Manhattan,MN05,2018,9,28.51,60.93,35.95
Manhattan,MN06,2018,9,32.45,74.78,42.16
Manhattan,MN07,2018,9,41.33,80.37,50.29
Manhattan,MN08,2018,9,40.64,78.14,49.24
Manhattan,MN09,2018,9,60.38,47.56,54.79
Manhattan,MN10,2018,9,38.93,57.12,46.86
Manhattan,MN11,2018,9,42.23,31.60,37.59
Manhattan,MN12,2018,9,45.08,56.02,49.85
Queens East,QE07,2018,9,47.33,71.75,55.67
Queens East,QE08,2018,9,26.73,56.18,34.84
Queens East,QE10,2018,9,33.55,88.54,50.86
Queens East,QE11,2018,9,52.96,83.81,62.67
Queens East,QE12,2018,9,30.21,76.92,48.76
Queens East,QE13,2018,9,30.43,91.89,49.77
Queens East,QE14,2018,9,30.02,50.24,36.92
Queens West,QW01,2018,9,47.91,85.75,60.82
Queens West,QW02,2018,9,50.13,83.71,61.58
Queens West,QW03,2018,9,29.82,70.67,43.76
Queens West,QW04,2018,9,34.36,70.60,46.73
Queens West,QW05,2018,9,44.07,101.78,63.76
Queens West,QW06,2018,9,29.19,77.68,40.31
Queens West,QW09,2018,9,37.53,87.52,54.59
Staten Island,SI01,2018,9,37.77,81.37,51.49
Staten Island,SI02,2018,9,41.80,81.24,54.21
Staten Island,SI03,2018,9,44.18,87.49,57.81
Brooklyn North,BKN01,2017,4,42.31,42.25,42.29
Brooklyn North,BKN02,2017,4,33.50,54.17,39.61
Brooklyn North,BKN03,2017,4,31.66,41.11,35.50
Brooklyn North,BKN04,2017,4,31.48,64.66,44.97
Brooklyn North,BKN05,2017,4,23.37,43.34,31.49
Brooklyn North,BKN08,2017,4,43.74,58.56,49.76
Brooklyn North,BKN09,2017,4,33.60,45.51,38.12
Brooklyn North,BKN16,2017,4,22.15,34.96,27.36
Brooklyn North,BKN17,2017,4,29.54,61.00,41.49
Brooklyn South,BKS06,2017,4,49.05,84.96,59.67
Brooklyn South,BKS07,2017,4,50.21,71.45,58.28
Brooklyn South,BKS10,2017,4,57.07,80.27,65.88
Brooklyn South,BKS11,2017,4,47.26,65.86,54.32
Brooklyn South,BKS12,2017,4,48.79,45.64,47.51
Brooklyn South,BKS13,2017,4,45.09,50.08,47.27
Brooklyn South,BKS14,2017,4,37.50,54.04,43.17
Brooklyn South,BKS15,2017,4,50.60,63.16,55.37
Brooklyn South,BKS18,2017,4,41.84,73.73,53.18
Bronx,BX01,2017,4,19.30,27.39,22.83
Bronx,BX02,2017,4,32.76,57.52,43.57
Bronx,BX03,2017,4,24.24,35.68,29.24
Bronx,BX04,2017,4,28.65,48.29,37.23
Bronx,BX05,2017,4,27.77,52.88,38.74
Bronx,BX06,2017,4,36.60,51.23,42.99
Bronx,BX07,2017,4,33.56,62.55,46.22
Bronx,BX08,2017,4,45.77,80.28,57.60
Bronx,BX09,2017,4,21.04,41.97,29.55
Bronx,BX10,2017,4,42.68,68.34,52.43
Bronx,BX11,2017,4,34.64,56.30,42.87
Bronx,BX12,2017,4,35.17,73.12,49.59
Manhattan,MN01,2017,4,44.18,76.15,51.88
Manhattan,MN02,2017,4,38.49,82.70,49.13
Manhattan,MN03,2017,4,42.74,44.74,43.61
Manhattan,MN04,2017,4,31.52,80.28,43.26
Manhattan,MN05,2017,4,29.41,62.57,37.40
Manhattan,MN06,2017,4,33.09,75.20,43.23
Manhattan,MN07,2017,4,40.20,83.20,50.56
Manhattan,MN08,2017,4,41.15,81.28,50.81
Manhattan,MN09,2017,4,56.64,49.92,53.71
Manhattan,MN10,2017,4,39.50,57.96,47.56
Manhattan,MN11,2017,4,42.62,32.80,38.33
Manhattan,MN12,2017,4,45.31,59.42,51.47
Queens East,QE07,2017,4,49.01,65.11,55.13
Queens East,QE08,2017,4,29.29,54.97,36.88
Queens East,QE10,2017,4,45.00,94.46,62.59
Queens East,QE11,2017,4,65.08,93.71,75.26
Queens East,QE12,2017,4,37.04,68.36,51.42
Queens East,QE13,2017,4,40.44,94.41,59.63
Queens East,QE14,2017,4,31.35,43.91,
Queens West,QW01,2017,4,49.91,76.00,59.82
Queens West,QW02,2017,4,51.33,75.16,60.38
Queens West,QW03,2017,4,32.33,64.36,44.49
Queens West,QW04,2017,4,35.31,60.84,45.01
Queens West,QW05,2017,4,47.44,91.36,64.13
Queens West,QW06,2017,4,29.52,78.09,41.22
Queens West,QW09,2017,4,40.84,79.57,55.55
Staten Island,SI01,2017,4,48.03,87.56,62.09
Staten Island,SI02,2017,4,54.15,87.85,66.13
Staten Island,SI03,2017,4,55.14,91.13,67.93
Brooklyn North,BKN01,2017,8,48.09,45.76,47.03
Brooklyn North,BKN02,2017,8,31.30,52.13,37.44
Brooklyn North,BKN03,2017,8,30.99,38.51,34.42
Brooklyn North,BKN04,2017,8,31.79,53.00,41.46
Brooklyn North,BKN05,2017,8,23.39,37.39,29.78
Brooklyn North,BKN08,2017,8,42.85,48.57,45.46
Brooklyn North,BKN09,2017,8,30.39,39.78,34.13
Brooklyn North,BKN16,2017,8,21.60,28.20,24.61
Brooklyn North,BKN17,2017,8,27.69,54.93,38.53
Brooklyn South,BKS06,2017,8,44.36,81.22,55.23
Brooklyn South,BKS07,2017,8,56.69,61.43,58.57
Brooklyn South,BKS10,2017,8,55.76,70.07,61.45
Brooklyn South,BKS11,2017,8,45.17,56.99,49.87
Brooklyn South,BKS12,2017,8,50.09,37.83,44.50
Brooklyn South,BKS13,2017,8,36.27,51.55,42.83
Brooklyn South,BKS14,2017,8,30.90,52.00,37.75
Brooklyn South,BKS15,2017,8,46.62,55.43,50.13
Brooklyn South,BKS18,2017,8,35.38,59.50,43.93
Bronx,BX01,2017,8,17.19,25.65,20.82
Bronx,BX02,2017,8,32.33,53.09,41.24
Bronx,BX03,2017,8,22.20,36.44,28.31
Bronx,BX04,2017,8,26.55,45.93,34.86
Bronx,BX05,2017,8,25.31,54.02,37.62
Bronx,BX06,2017,8,32.73,44.82,37.91
Bronx,BX07,2017,8,30.48,60.71,43.45
Bronx,BX08,2017,8,41.38,79.43,53.74
Bronx,BX09,2017,8,23.24,36.86,29.45
Bronx,BX10,2017,8,42.15,62.69,50.32
Bronx,BX11,2017,8,33.83,50.67,40.53
Bronx,BX12,2017,8,33.59,68.02,47.29
Manhattan,MN01,2017,8,44.07,63.53,49.31
Manhattan,MN02,2017,8,37.68,69.34,46.21
Manhattan,MN03,2017,8,40.13,43.68,41.65
Manhattan,MN04,2017,8,31.86,69.34,41.95
Manhattan,MN05,2017,8,29.05,48.29,34.23
Manhattan,MN06,2017,8,32.32,63.62,40.75
Manhattan,MN07,2017,8,41.47,71.81,49.64
Manhattan,MN08,2017,8,41.88,69.27,49.26
Manhattan,MN09,2017,8,57.23,48.19,53.35
