Zone,District,Year,Month,Capture Rate-Paper ,Capture Rate-MGP,Capture Rate-Total
Brooklyn South,BKS14,2017,10,32.30,55.60,39.68
Brooklyn South,BKS15,2017,10,46.31,68.12,53.75
Brooklyn South,BKS18,2017,10,33.77,66.07,43.93
Bronx,BX01,2017,10,17.99,24.57,20.86
Bronx,BX02,2017,10,31.68,55.20,41.94
Bronx,BX03,2017,10,23.07,34.57,28.09
Bronx,BX04,2017,10,26.84,45.55,35.00
Bronx,BX05,2017,10,26.07,52.15,37.44
Bronx,BX06,2017,10,32.63,43.15,37.22
Bronx,BX07,2017,10,31.23,59.35,43.49
Bronx,BX08,2017,10,42.75,80.71,54.78
Bronx,BX09,2017,10,24.60,38.26,30.80
Bronx,BX10,2017,10,41.68,73.26,52.45
Bronx,BX11,2017,10,31.76,62.87,42.38
Bronx,BX12,2017,10,33.05,80.46,49.22
Manhattan,MN01,2017,10,46.76,73.66,52.93
Manhattan,MN02,2017,10,39.04,84.64,49.51
Manhattan,MN03,2017,10,43.18,43.31,43.23
Manhattan,MN04,2017,10,34.28,83.63,45.60
Manhattan,MN05,2017,10,30.69,60.24,37.47
Manhattan,MN06,2017,10,34.14,75.50,43.63
Manhattan,MN07,2017,10,41.04,82.62,50.58
Manhattan,MN08,2017,10,41.42,80.30,50.34
Manhattan,MN09,2017,10,56.33,47.65,52.54
Manhattan,MN10,2017,10,39.76,54.93,46.38
Manhattan,MN11,2017,10,41.20,32.40,37.37
Manhattan,MN12,2017,10,43.35,56.53,49.10
Queens East,QE07,2017,10,47.41,69.84,55.06
Queens East,QE08,2017,10,28.29,51.46,34.67
Queens East,QE10,2017,10,37.47,83.17,51.85
Queens East,QE11,2017,10,51.41,80.70,60.63
Queens East,QE12,2017,10,34.49,70.53,48.80
Queens East,QE13,2017,10,35.20,84.04,50.57
Queens East,QE14,2017,10,31.12,44.95,35.84
Queens West,QW01,2017,10,49.12,83.51,60.85
Queens West,QW02,2017,10,52.03,79.21,61.30
Queens West,QW03,2017,10,32.69,66.47,44.22
Queens West,QW04,2017,10,34.35,66.55,45.34
Queens West,QW05,2017,10,49.31,97.51,65.75
Queens West,QW06,2017,10,29.49,75.77,40.11
Queens West,QW09,2017,10,41.74,82.11,55.51
Staten Island,SI01,2017,10,38.39,79.57,51.35
Staten Island,SI02,2017,10,42.93,76.94,53.64
Staten Island,SI03,2017,10,46.63,84.94,58.69
Brooklyn North,BKN01,2017,9,55.40,44.17,50.30
Brooklyn North,BKN02,2017,9,32.83,53.45,38.51
Brooklyn North,BKN03,2017,9,38.87,39.24,39.04
Brooklyn North,BKN04,2017,9,39.33,58.68,48.11
Brooklyn North,BKN05,2017,9,27.65,39.22,32.90
Brooklyn North,BKN08,2017,9,49.33,52.23,50.65
Brooklyn North,BKN09,2017,9,31.66,46.79,36.82
Brooklyn North,BKN16,2017,9,25.42,31.16,28.03
Brooklyn North,BKN17,2017,9,27.62,68.18,41.46
Brooklyn South,BKS06,2017,9,47.33,85.63,57.88
Brooklyn South,BKS07,2017,9,72.59,76.65,73.98
Brooklyn South,BKS10,2017,9,58.08,87.57,68.14
Brooklyn South,BKS11,2017,9,47.18,71.42,55.45
Brooklyn South,BKS12,2017,9,61.89,40.29,52.09
Brooklyn South,BKS13,2017,9,40.56,53.58,46.24
Brooklyn South,BKS14,2017,9,35.18,54.96,41.45
Brooklyn South,BKS15,2017,9,49.19,67.70,55.51
Brooklyn South,BKS18,2017,9,37.14,65.32,46.01
Bronx,BX01,2017,9,19.47,25.47,22.08
Bronx,BX02,2017,9,33.64,53.04,42.10
Bronx,BX03,2017,9,27.60,35.87,31.21
Bronx,BX04,2017,9,27.82,45.37,35.48
Bronx,BX05,2017,9,27.13,53.28,38.54
Bronx,BX06,2017,9,35.97,44.61,39.74
Bronx,BX07,2017,9,32.57,59.87,44.47
Bronx,BX08,2017,9,46.00,80.02,56.77
Bronx,BX09,2017,9,26.53,39.60,32.46
Bronx,BX10,2017,9,41.77,73.95,52.75
Bronx,BX11,2017,9,31.97,63.70,42.80
Bronx,BX12,2017,9,34.13,84.50,51.32
Manhattan,MN01,2017,9,46.62,71.12,52.24
Manhattan,MN02,2017,9,39.26,80.36,48.69
Manhattan,MN03,2017,9,45.78,42.22,44.23
Manhattan,MN04,2017,9,34.05,80.27,44.65
Manhattan,MN05,2017,9,30.76,60.56,37.60
Manhattan,MN06,2017,9,34.48,75.92,43.99
Manhattan,MN07,2017,9,42.56,80.40,51.24
Manhattan,MN08,2017,9,43.79,78.17,51.68
Manhattan,MN09,2017,9,59.33,46.44,53.71
Manhattan,MN10,2017,9,40.05,56.24,47.11
Manhattan,MN11,2017,9,41.83,30.56,36.92
Manhattan,MN12,2017,9,45.22,57.16,50.43
Queens East,QE07,2017,9,47.39,69.57,54.96
Queens East,QE08,2017,9,28.89,51.54,35.13
Queens East,QE10,2017,9,36.69,86.69,52.42
Queens East,QE11,2017,9,52.46,81.74,61.68
Queens East,QE12,2017,9,33.36,72.29,48.82
Queens East,QE13,2017,9,34.09,88.63,51.26
Queens East,QE14,2017,9,30.59,45.03,35.52
Queens West,QW01,2017,9,49.72,84.20,61.48
Queens West,QW02,2017,9,51.18,78.84,60.62
Queens West,QW03,2017,9,32.67,66.17,44.10
Queens West,QW04,2017,9,35.22,66.13,45.77
Queens West,QW05,2017,9,49.90,98.65,66.53
Queens West,QW06,2017,9,30.55,74.97,40.75
Queens West,QW09,2017,9,42.28,85.16,56.91
Staten Island,SI01,2017,9,38.36,79.76,51.39
Staten Island,SI02,2017,9,42.79,78.73,54.10
Staten Island,SI03,2017,9,46.26,86.89,59.05
Brooklyn North,BKN01,2016,4,40.99,44.26,42.32
Brooklyn North,BKN02,2016,4,33.20,55.44,39.77
Brooklyn North,BKN03,2016,4,30.49,39.28,34.06
Brooklyn North,BKN04,2016,4,30.32,59.29,42.10
Brooklyn North,BKN05,2016,4,22.37,41.61,30.19
Brooklyn North,BKN08,2016,4,40.08,55.77,46.46
Brooklyn North,BKN09,2016,4,31.44,42.89,35.79
Brooklyn North,BKN16,2016,4,21.23,32.22,25.70
Brooklyn North,BKN17,2016,4,29.47,57.95,40.29
Brooklyn South,BKS06,2016,4,47.42,85.36,58.63
Brooklyn South,BKS07,2016,4,47.19,70.95,56.21
Brooklyn South,BKS10,2016,4,57.26,76.15,64.44
Brooklyn South,BKS11,2016,4,47.31,65.12,54.08
Brooklyn South,BKS12,2016,4,47.47,41.49,45.04
Brooklyn South,BKS13,2016,4,39.57,51.88,44.95
Brooklyn South,BKS14,2016,4,36.90,57.36,43.91
Brooklyn South,BKS15,2016,4,48.47,62.44,53.77
Brooklyn South,BKS18,2016,4,41.61,68.43,51.14
Bronx,BX01,2016,4,19.71,26.78,22.80
Bronx,BX02,2016,4,32.31,54.31,41.92
Bronx,BX03,2016,4,28.02,41.45,33.89
Bronx,BX04,2016,4,28.64,47.14,36.72
Bronx,BX05,2016,4,28.75,54.07,39.81
Bronx,BX06,2016,4,36.63,45.28,40.41
Bronx,BX07,2016,4,32.68,60.20,44.70
Bronx,BX08,2016,4,47.14,81.26,58.84
Bronx,BX09,2016,4,21.50,39.44,28.79
Bronx,BX10,2016,4,42.18,67.29,51.72
Bronx,BX11,2016,4,35.65,54.14,42.67
Bronx,BX12,2016,4,35.16,74.60,50.14
Manhattan,MN01,2016,4,45.93,74.34,52.78
Manhattan,MN02,2016,4,38.85,83.20,49.53
Manhattan,MN03,2016,4,43.05,44.11,43.51
Manhattan,MN04,2016,4,33.47,82.23,45.21
Manhattan,MN05,2016,4,31.81,62.00,39.08
Manhattan,MN06,2016,4,33.97,79.36,44.90
Manhattan,MN07,2016,4,42.10,81.83,51.67
Manhattan,MN08,2016,4,43.47,80.47,52.38
Manhattan,MN09,2016,4,57.23,47.70,53.07
Manhattan,MN10,2016,4,38.78,55.33,46.01
Manhattan,MN11,2016,4,42.13,33.99,38.58
Manhattan,MN12,2016,4,44.03,60.93,51.41
Queens East,QE07,2016,4,48.93,64.05,54.68
Queens East,QE08,2016,4,30.56,52.69,37.10
Queens East,QE10,2016,4,46.76,88.42,61.57
Queens East,QE11,2016,4,65.21,90.39,74.17
Queens East,QE12,2016,4,39.25,64.47,50.83
Queens East,QE13,2016,4,44.22,91.17,60.92
Queens East,QE14,2016,4,32.00,39.59,34.88
Queens West,QW01,2016,4,49.53,76.28,59.69
Queens West,QW02,2016,4,52.72,69.07,58.93
Queens West,QW03,2016,4,33.52,59.06,43.22
Queens West,QW04,2016,4,33.02,54.18,41.05
Queens West,QW05,2016,4,50.55,84.23,63.34
Queens West,QW06,2016,4,30.59,74.96,41.28
Queens West,QW09,2016,4,43.27,76.45,55.87
Staten Island,SI01,2016,4,45.55,81.46,58.32
Staten Island,SI02,2016,4,52.24,80.70,62.36
Staten Island,SI03,2016,4,55.33,85.45,66.04
Brooklyn North,BKN01,2016,8,46.65,42.43,44.73
Brooklyn North,BKN02,2016,8,30.79,49.14,36.20
Brooklyn North,BKN03,2016,8,29.55,33.50,31.35
Brooklyn North,BKN04,2016,8,30.46,48.14,38.52
Brooklyn North,BKN05,2016,8,23.30,34.41,28.37
Brooklyn North,BKN08,2016,8,41.25,46.70,43.74
Brooklyn North,BKN09,2016,8,30.87,38.13,33.76
Brooklyn North,BKN16,2016,8,20.82,27.87,24.04
Brooklyn North,BKN17,2016,8,28.78,52.14,38.07
Brooklyn South,BKS06,2016,8,42.68,75.39,52.33
Brooklyn South,BKS07,2016,8,44.88,60.86,51.24
Brooklyn South,BKS10,2016,8,56.96,64.21,59.85
Brooklyn South,BKS11,2016,8,48.00,53.73,50.28
Brooklyn South,BKS12,2016,8,51.11,36.56,44.47
Brooklyn South,BKS13,2016,8,35.51,43.04,38.74
Brooklyn South,BKS14,2016,8,30.29,48.45,36.19
Brooklyn South,BKS15,2016,8,47.61,52.19,49.43
Brooklyn South,BKS18,2016,8,33.79,55.72,41.57
Bronx,BX01,2016,8,17.11,23.87,20.01
Bronx,BX02,2016,8,28.19,46.15,35.89
Bronx,BX03,2016,8,21.51,33.53,26.67
Bronx,BX04,2016,8,25.09,40.53,31.72
Bronx,BX05,2016,8,25.84,48.93,35.75
Bronx,BX06,2016,8,32.92,38.80,35.44
Bronx,BX07,2016,8,30.48,54.76,40.89
Bronx,BX08,2016,8,41.67,75.11,52.53
Bronx,BX09,2016,8,22.01,32.87,26.96
Bronx,BX10,2016,8,41.32,62.07,49.58
Bronx,BX11,2016,8,35.32,48.20,40.44
Bronx,BX12,2016,8,33.35,65.60,46.18
Manhattan,MN01,2016,8,43.56,61.79,48.47
Manhattan,MN02,2016,8,35.51,64.68,43.36
Manhattan,MN03,2016,8,40.38,40.04,40.24
Manhattan,MN04,2016,8,31.91,66.96,41.35
Manhattan,MN05,2016,8,30.43,46.52,34.77
Manhattan,MN06,2016,8,33.08,62.13,40.91
Manhattan,MN07,2016,8,40.38,64.57,46.90
Manhattan,MN08,2016,8,41.42,64.65,47.68
Manhattan,MN09,2016,8,52.96,45.60,49.80
Manhattan,MN10,2016,8,34.04,48.43,40.21
Manhattan,MN11,2016,8,38.12,30.10,34.68
Manhattan,MN12,2016,8,42.12,55.03,47.65
Queens East,QE07,2016,8,48.55,51.13,49.58
Queens East,QE08,2016,8,28.33,43.51,32.81
Queens East,QE10,2016,8,36.70,63.53,46.21
Queens East,QE11,2016,8,56.39,71.41,61.71
Queens East,QE12,2016,8,34.68,51.08,42.58
Queens East,QE13,2016,8,34.53,71.51,47.64
Queens East,QE14,2016,8,28.51,32.99,30.29
Queens West,QW01,2016,8,48.08,62.32,53.75
Queens West,QW02,2016,8,51.09,60.48,54.83
Queens West,QW03,2016,8,31.26,50.56,38.94
Queens West,QW04,2016,8,32.54,43.90,37.06
Queens West,QW05,2016,8,48.74,72.99,58.39
Queens West,QW06,2016,8,31.30,59.36,38.86
Queens West,QW09,2016,8,40.40,64.15,49.85
Staten Island,SI01,2016,8,40.50,69.06,50.63
Staten Island,SI02,2016,8,46.51,68.19,54.19
Staten Island,SI03,2016,8,48.64,74.71,57.88
Brooklyn North,BKN01,2016,12,49.62,49.73,49.66
Brooklyn North,BKN02,2016,12,34.32,53.46,39.75
Brooklyn North,BKN03,2016,12,35.08,40.23,37.19
Brooklyn North,BKN04,2016,12,36.17,58.87,45.47
Brooklyn North,BKN05,2016,12,27.99,41.31,33.45
Brooklyn North,BKN08,2016,12,46.35,55.05,49.92
Brooklyn North,BKN09,2016,12,30.83,38.10,33.48
Brooklyn North,BKN16,2016,12,24.83,33.36,28.32
Brooklyn North,BKN17,2016,12,32.25,58.20,41.70
Brooklyn South,BKS06,2016,12,49.62,80.57,58.41
Brooklyn South,BKS07,2016,12,49.76,68.23,56.48
Brooklyn South,BKS10,2016,12,60.51,72.46,64.86
Brooklyn South,BKS11,2016,12,51.61,61.68,55.27
Brooklyn South,BKS12,2016,12,56.30,40.39,49.78
Brooklyn South,BKS13,2016,12,43.06,45.09,43.97
Brooklyn South,BKS14,2016,12,33.20,49.48,38.29
Brooklyn South,BKS15,2016,12,53.17,58.59,55.15
Brooklyn South,BKS18,2016,12,36.84,58.21,43.67
Bronx,BX01,2016,12,19.09,22.65,20.69
Bronx,BX02,2016,12,35.58,49.80,41.98
Bronx,BX03,2016,12,28.66,36.54,32.21
Bronx,BX04,2016,12,30.49,39.48,34.53
Bronx,BX05,2016,12,30.82,46.42,37.84
Bronx,BX06,2016,12,37.07,37.57,37.29
Bronx,BX07,2016,12,38.54,56.03,46.41
Bronx,BX08,2016,12,44.55,78.38,55.13
Bronx,BX09,2016,12,,39.82,31.12
Bronx,BX10,2016,12,47.72,65.46,54.18
Bronx,BX11,2016,12,37.27,51.58,42.48
Bronx,BX12,2016,12,37.05,69.42,48.84
Manhattan,MN01,2016,12,48.73,66.79,53.38
Manhattan,MN02,2016,12,43.40,74.81,51.49
Manhattan,MN03,2016,12,47.97,38.61,43.76
Manhattan,MN04,2016,12,35.10,68.55,43.71
Manhattan,MN05,2016,12,34.16,54.32,39.35
Manhattan,MN06,2016,12,39.32,68.36,46.79
Manhattan,MN07,2016,12,46.90,72.25,53.42
Manhattan,MN08,2016,12,47.26,73.44,54.00
Manhattan,MN09,2016,12,55.62,41.99,49.49
Manhattan,MN10,2016,12,42.62,49.49,45.71
Manhattan,MN11,2016,12,44.36,31.18,38.43
Manhattan,MN12,2016,12,53.61,60.07,56.52
Queens East,QE07,2016,12,51.65,60.67,54.93
Queens East,QE08,2016,12,32.54,48.16,36.98
Queens East,QE10,2016,12,42.86,75.14,53.18
Queens East,QE11,2016,12,54.87,75.55,61.48
Queens East,QE12,2016,12,38.90,62.48,48.77
Queens East,QE13,2016,12,38.01,77.60,50.66
Queens East,QE14,2016,12,34.84,37.77,35.91
Queens West,QW01,2016,12,50.65,70.59,57.91
Queens West,QW02,2016,12,55.96,68.37,60.48
Queens West,QW03,2016,12,35.19,56.96,43.12
Queens West,QW04,2016,12,36.04,51.22,41.56
Queens West,QW05,2016,12,55.25,78.91,63.86
Queens West,QW06,2016,12,35.73,66.12,43.55
Queens West,QW09,2016,12,47.23,71.43,56.04
Staten Island,SI01,2016,12,41.08,64.97,48.72
Staten Island,SI02,2016,12,48.80,67.32,54.72
Staten Island,SI03,2016,12,52.08,68.73,57.40
Brooklyn North,BKN01,2016,2,51.12,55.40,52.87
Brooklyn North,BKN02,2016,2,36.11,63.12,43.78
Brooklyn North,BKN03,2016,2,37.64,46.48,41.26
Brooklyn North,BKN04,2016,2,36.46,69.47,49.99
Brooklyn North,BKN05,2016,2,27.33,48.84,36.14
Brooklyn North,BKN08,2016,2,50.38,67.26,57.29
Brooklyn North,BKN09,2016,2,33.37,46.44,38.13
Brooklyn North,BKN16,2016,2,24.39,35.81,29.07
Brooklyn North,BKN17,2016,2,31.13,66.04,43.84
Brooklyn South,BKS06,2016,2,52.16,95.73,64.54
Brooklyn South,BKS07,2016,2,49.60,78.49,60.11
Brooklyn South,BKS10,2016,2,60.99,82.63,68.87
Brooklyn South,BKS11,2016,2,53.39,70.77,59.72
Brooklyn South,BKS12,2016,2,61.35,45.80,54.98
Brooklyn South,BKS13,2016,2,46.08,53.28,49.32
Brooklyn South,BKS14,2016,2,37.28,60.56,44.56
Brooklyn South,BKS15,2016,2,54.12,66.92,58.78
Brooklyn South,BKS18,2016,2,37.71,68.50,47.55
Bronx,BX01,2016,2,21.47,29.08,24.90
Bronx,BX02,2016,2,35.49,51.06,42.49
Bronx,BX03,2016,2,29.56,41.43,34.91
Bronx,BX04,2016,2,31.77,48.10,39.12
Bronx,BX05,2016,2,31.24,55.86,42.32
Bronx,BX06,2016,2,40.48,48.36,44.03
Bronx,BX07,2016,2,37.22,63.65,49.12
Bronx,BX08,2016,2,45.42,89.03,59.06
Bronx,BX09,2016,2,25.44,44.24,33.14
Bronx,BX10,2016,2,46.48,74.16,56.56
Bronx,BX11,2016,2,39.34,61.29,47.33
Bronx,BX12,2016,2,36.31,80.55,52.41
Manhattan,MN01,2016,2,47.59,78.13,55.45
Manhattan,MN02,2016,2,40.11,80.13,50.41
Manhattan,MN03,2016,2,47.99,48.30,48.13
Manhattan,MN04,2016,2,33.70,76.40,44.69
Manhattan,MN05,2016,2,34.99,60.84,41.64
Manhattan,MN06,2016,2,36.53,74.68,46.35
Manhattan,MN07,2016,2,46.92,81.81,55.90
Manhattan,MN08,2016,2,46.28,81.84,55.43
Manhattan,MN09,2016,2,55.06,46.19,51.06
Manhattan,MN10,2016,2,41.02,56.47,47.97
Manhattan,MN11,2016,2,44.69,34.97,40.32
Manhattan,MN12,2016,2,50.85,66.62,57.95
Queens East,QE07,2016,2,51.59,69.00,57.93
Queens East,QE08,2016,2,33.32,58.18,40.38
Queens East,QE10,2016,2,40.33,87.24,55.32
Queens East,QE11,2016,2,56.54,89.43,67.05
Queens East,QE12,2016,2,38.11,73.40,52.88
Queens East,QE13,2016,2,38.75,94.31,56.51
Queens East,QE14,2016,2,32.83,41.12,35.85
Queens West,QW01,2016,2,50.32,80.44,61.29
Queens West,QW02,2016,2,52.35,74.59,60.45
Queens West,QW03,2016,2,34.17,65.53,45.59
Queens West,QW04,2016,2,34.56,57.81,43.02
Queens West,QW05,2016,2,53.59,93.85,68.25
Queens West,QW06,2016,2,33.83,74.06,44.19
Queens West,QW09,2016,2,44.63,82.54,58.43
Staten Island,SI01,2016,2,42.53,78.83,54.13
Staten Island,SI02,2016,2,49.12,77.93,58.33
Staten Island,SI03,2016,2,53.09,83.77,62.90
Brooklyn North,BKN01,2016,1,40.52,42.37,41.28
Brooklyn North,BKN02,2016,1,28.17,49.98,34.37
Brooklyn North,BKN03,2016,1,29.01,36.25,31.98
Brooklyn North,BKN04,2016,1,30.32,55.00,40.43
Brooklyn North,BKN05,2016,1,21.13,35.87,27.17
Brooklyn North,BKN08,2016,1,36.11,46.30,40.29
Brooklyn North,BKN09,2016,1,27.79,38.91,31.84
Brooklyn North,BKN16,2016,1,21.17,31.44,25.37
Brooklyn North,BKN17,2016,1,25.28,52.95,35.35
Brooklyn South,BKS06,2016,1,41.26,75.03,50.85
Brooklyn South,BKS07,2016,1,36.42,59.69,44.89
Brooklyn South,BKS10,2016,1,45.89,65.15,52.90
Brooklyn South,BKS11,2016,1,38.01,53.78,43.75
Brooklyn South,BKS12,2016,1,42.43,35.92,39.76
Brooklyn South,BKS13,2016,1,38.53,44.68,41.30
Brooklyn South,BKS14,2016,1,25.19,44.34,31.18
Brooklyn South,BKS15,2016,1,40.29,51.85,44.50
Brooklyn South,BKS18,2016,1,28.43,54.67,36.82
Bronx,BX01,2016,1,16.92,20.41,18.49
Bronx,BX02,2016,1,32.67,52.10,41.41
Bronx,BX03,2016,1,19.82,29.48,24.16
Bronx,BX04,2016,1,25.06,35.70,29.85
Bronx,BX05,2016,1,24.45,43.23,32.90
Bronx,BX06,2016,1,29.84,31.58,30.62
Bronx,BX07,2016,1,28.97,49.80,38.34
Bronx,BX08,2016,1,34.98,64.32,44.16
Bronx,BX09,2016,1,20.76,36.00,27.00
Bronx,BX10,2016,1,38.53,62.32,47.19
Bronx,BX11,2016,1,30.14,48.81,36.94
Bronx,BX12,2016,1,29.40,64.23,42.08
Manhattan,MN01,2016,1,42.93,66.21,48.92
Manhattan,MN02,2016,1,34.29,68.04,42.98
Manhattan,MN03,2016,1,43.16,39.80,41.65
Manhattan,MN04,2016,1,33.56,74.80,44.17
Manhattan,MN05,2016,1,31.14,56.88,37.77
Manhattan,MN06,2016,1,34.81,72.10,44.40
Manhattan,MN07,2016,1,38.98,67.84,46.41
Manhattan,MN08,2016,1,38.78,67.30,46.12
Manhattan,MN09,2016,1,58.87,51.39,55.51
Manhattan,MN10,2016,1,38.81,53.68,45.50
Manhattan,MN11,2016,1,37.62,29.50,33.96
Manhattan,MN12,2016,1,42.73,56.74,49.04
Queens East,QE07,2016,1,45.28,59.65,50.51
Queens East,QE08,2016,1,28.06,47.19,33.50
Queens East,QE10,2016,1,35.17,75.28,47.99
Queens East,QE11,2016,1,47.22,75.75,56.34
Queens East,QE12,2016,1,34.78,61.97,46.16
Queens East,QE13,2016,1,33.55,74.34,46.58
Queens East,QE14,2016,1,28.42,35.68,31.06
Queens West,QW01,2016,1,45.52,68.26,53.80
Queens West,QW02,2016,1,51.04,71.78,58.59
Queens West,QW03,2016,1,32.50,57.45,41.58
Queens West,QW04,2016,1,31.02,48.65,37.44
Queens West,QW05,2016,1,44.73,75.83,56.05
Queens West,QW06,2016,1,30.56,67.69,40.11
Queens West,QW09,2016,1,40.94,69.19,51.22
Staten Island,SI01,2016,1,34.58,65.29,44.39
Staten Island,SI02,2016,1,37.68,67.61,47.24
Staten Island,SI03,2016,1,41.49,73.84,51.83
Brooklyn North,BKN01,2016,7,44.02,43.15,43.63
Brooklyn North,BKN02,2016,7,30.16,49.79,35.95
Brooklyn North,BKN03,2016,7,29.01,32.85,30.76
Brooklyn North,BKN04,2016,7,30.60,46.36,37.79
Brooklyn North,BKN05,2016,7,23.55,33.03,27.87
Brooklyn North,BKN08,2016,7,39.72,44.98,42.12
Brooklyn North,BKN09,2016,7,27.72,38.78,32.12
Brooklyn North,BKN16,2016,7,20.64,26.95,23.52
Brooklyn North,BKN17,2016,7,27.78,51.86,37.36
Brooklyn South,BKS06,2016,7,42.23,75.11,51.92
Brooklyn South,BKS07,2016,7,46.70,61.15,52.45
Brooklyn South,BKS10,2016,7,57.21,63.01,59.52
Brooklyn South,BKS11,2016,7,47.45,52.73,49.55
Brooklyn South,BKS12,2016,7,49.72,34.98,42.99
Brooklyn South,BKS13,2016,7,36.85,43.44,39.67
Brooklyn South,BKS14,2016,7,30.43,47.36,35.93
Brooklyn South,BKS15,2016,7,46.66,52.96,49.17
Brooklyn South,BKS18,2016,7,32.29,56.74,40.96
Bronx,BX01,2016,7,17.10,21.58,19.02
Bronx,BX02,2016,7,29.97,45.28,36.54
Bronx,BX03,2016,7,23.83,31.54,27.14
Bronx,BX04,2016,7,26.33,38.02,31.35
Bronx,BX05,2016,7,26.23,46.34,34.85
Bronx,BX06,2016,7,34.13,36.73,35.24
Bronx,BX07,2016,7,32.11,52.03,40.65
Bronx,BX08,2016,7,41.78,73.35,52.03
Bronx,BX09,2016,7,22.59,32.05,26.91
Bronx,BX10,2016,7,41.85,59.39,48.83
Bronx,BX11,2016,7,34.99,47.51,39.97
Bronx,BX12,2016,7,33.56,62.88,45.23
Manhattan,MN01,2016,7,43.32,60.36,47.91
Manhattan,MN02,2016,7,34.55,64.98,42.75
Manhattan,MN03,2016,7,39.90,39.49,39.72
Manhattan,MN04,2016,7,30.87,66.14,40.37
Manhattan,MN05,2016,7,27.78,47.72,33.15
Manhattan,MN06,2016,7,32.17,62.40,40.31
Manhattan,MN07,2016,7,39.12,64.35,45.92
Manhattan,MN08,2016,7,39.56,63.98,46.14
Manhattan,MN09,2016,7,51.25,43.69,48.01
Manhattan,MN10,2016,7,33.89,48.25,40.05
Manhattan,MN11,2016,7,37.64,29.54,34.16
Manhattan,MN12,2016,7,43.51,54.42,48.19
Queens East,QE07,2016,7,47.89,51.30,49.25
Queens East,QE08,2016,7,28.26,44.24,32.97
Queens East,QE10,2016,7,36.29,64.44,46.27
Queens East,QE11,2016,7,55.04,71.14,60.75
Queens East,QE12,2016,7,34.63,49.97,42.01
Queens East,QE13,2016,7,34.18,71.35,47.36
Queens East,QE14,2016,7,29.02,33.79,30.92
Queens West,QW01,2016,7,48.85,62.36,54.22
Queens West,QW02,2016,7,50.38,60.21,
Queens West,QW03,2016,7,31.97,48.75,38.64
Queens West,QW04,2016,7,34.63,44.20,38.44
Queens West,QW05,2016,7,49.47,72.98,58.82
Queens West,QW06,2016,7,30.74,59.59,38.51
Queens West,QW09,2016,7,40.93,62.60,49.55
Staten Island,SI01,2016,7,39.94,67.38,49.67
Staten Island,SI02,2016,7,45.00,68.89,53.47
Staten Island,SI03,2016,7,47.41,73.59,56.69
Brooklyn North,BKN01,2016,6,43.30,46.37,44.55
Brooklyn North,BKN02,2016,6,34.91,54.32,40.64
Brooklyn North,BKN03,2016,6,31.37,40.34,35.02
Brooklyn North,BKN04,2016,6,32.60,58.25,43.03
Brooklyn North,BKN05,2016,6,22.99,39.84,29.84
Brooklyn North,BKN08,2016,6,42.87,52.90,46.94
Brooklyn North,BKN09,2016,6,32.34,40.99,35.63
Brooklyn North,BKN16,2016,6,21.57,31.55,25.63
Brooklyn North,BKN17,2016,6,28.41,56.08,38.92
Brooklyn South,BKS06,2016,6,48.51,81.47,58.25
Brooklyn South,BKS07,2016,6,59.97,65.57,62.10
Brooklyn South,BKS10,2016,6,57.05,71.95,62.71
Brooklyn South,BKS11,2016,6,49.69,61.77,54.28
Brooklyn South,BKS12,2016,6,47.35,41.32,44.90
Brooklyn South,BKS13,2016,6,40.87,48.88,44.37
Brooklyn South,BKS14,2016,6,35.58,51.45,41.02
Brooklyn South,BKS15,2016,6,50.12,59.70,53.76
Brooklyn South,BKS18,2016,6,42.93,66.59,51.34
Bronx,BX01,2016,6,21.14,24.65,22.67
Bronx,BX02,2016,6,37.87,53.16,44.55
Bronx,BX03,2016,6,31.07,41.11,35.45
Bronx,BX04,2016,6,30.51,44.53,36.64
Bronx,BX05,2016,6,30.74,52.39,40.19
Bronx,BX06,2016,6,37.72,44.13,40.52
Bronx,BX07,2016,6,35.97,58.14,45.65
Bronx,BX08,2016,6,49.66,78.67,59.61
Bronx,BX09,2016,6,23.14,41.13,30.45
Bronx,BX10,2016,6,,64.12,51.11
Bronx,BX11,2016,6,35.59,53.30,42.32
Bronx,BX12,2016,6,35.29,72.45,49.40
Manhattan,MN01,2016,6,44.01,72.58,50.89
Manhattan,MN02,2016,6,37.59,80.04,47.82
Manhattan,MN03,2016,6,44.25,44.31,44.28
Manhattan,MN04,2016,6,32.38,80.20,43.90
Manhattan,MN05,2016,6,29.34,57.07,36.02
Manhattan,MN06,2016,6,32.86,71.75,42.23
Manhattan,MN07,2016,6,40.98,79.42,50.24
Manhattan,MN08,2016,6,40.74,78.56,49.85
Manhattan,MN09,2016,6,58.61,48.57,54.23
Manhattan,MN10,2016,6,39.62,55.48,46.54
Manhattan,MN11,2016,6,44.54,32.65,39.35
Manhattan,MN12,2016,6,45.65,58.54,51.28
Queens East,QE07,2016,6,48.03,60.92,52.92
Queens East,QE08,2016,6,29.67,50.29,35.76
Queens East,QE10,2016,6,43.64,86.74,58.96
Queens East,QE11,2016,6,62.49,86.14,70.90
Queens East,QE12,2016,6,36.39,64.78,49.42
Queens East,QE13,2016,6,40.40,89.81,57.97
Queens East,QE14,2016,6,30.76,39.66,34.14
Queens West,QW01,2016,6,51.41,72.28,59.34
Queens West,QW02,2016,6,51.86,68.65,58.24
Queens West,QW03,2016,6,32.82,57.85,42.33
